,Unnamed: 0.1,job_title,skill,Industry,Function,Role,Education,job_desc_clean
46,1256,Relationship Manager ( SME B2B Segment- Banking Services/Listed MNC),University degree with min 2 to 3 years of relevant experience in sales within the SME Banking space.,Banking/ Financial Services,Sales/ Business Development,Corporate Sales,"Bachelors
Degree
Diploma
Non Degree Tertiary","As part SME B2B Banking Services Segment , successful candidate tasked following; Develop expand SME/ Commercial clientele base Provide consulting services SMEs create awareness up-to-date SME financial services/facilities products. To also first touchpoint existing potential customers Management & Monitoring existing customer transactions identify opportunities increase active client activity. Ensure compliance relevant government agencies."
47,1262,"VP, Product Due Diligence, Product Development, and Training, Regional COO, Private Banking, Cons...","VP
Product Due Diligence
Product Development
and Training
Regional COO
Private Banking
Cons...",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function DBS’ Private Banking offers one-stop, full-service touch-point total banking requirements provides highest level personalised banking. We team dedicated, experienced investment advisors identify opportunities various asset classes employ best strategies product vehicles cater client’s needs. Coupled partnerships within DBS network global institutions, strive build long-term relationships Private Banking clients Asia providing high quality, timely extensive wealth management, investment financial solutions. Responsibilities Performs due diligence investment insurance products offered CBG / Wealth. Supports Wealth SG product teams development new investment product platforms, on-going maintenance existing investment product platforms. Supports development new investment products offered Wealth business. Develops training curriculum staff Wealth business. Ensures investment insurance products offered Regional CBG / Wealth subjected adequate due diligence compliance applicable regulations policies, offered appropriate customers. New investment platforms Wealth SG launched appropriate risk controls processes. Participates development bank-wide Product Risk Rating methodology, administers methodology new existing products. Participates development bank-wide Product Risk Rating (""PRR"") methodology. Investment products accurately appropriately risk-rated per prescribed Product Risk Rating methodology. Requirements More 8 years’ experience investment products Strong communicator Drive complete tasks within stipulated timeline Takes initiatives propose process improvement Knowledge Risk Management principles Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
48,1264,"VP/AVP, Digital Product Delivery (Regional), Consumer Banking Group","VP/AVP
Digital Product Delivery (Regional)
Consumer Banking Group",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function Digital revolutions set change way live, work play. That’s we’ve spared effort ensuring forefront new generation. Our new digital banking initiative focus creating innovative products services integrate banking customers' digital lifestyle. Responsibilities Regional Consumer Wealth Banking Projects enhancements Singapore, Hong Kong, Taiwan, India, Indonesia China. Working closely Regional country business products teams, candidate responsible writing Business Requirement document / user story. Working closely design team conceptualize flow, customer journey design screens Reviews Functional Specifications / Narrative Technology counterparts ensure specifications designed accordance business requirements Supervising team test engineers, ensures UAT test plans test cases executed end-to-end within stipulated UAT schedule. To collaborate Business Units IT partners identifying enhancements ensure end-to-end system & process delivery testing. Ensure smooth operational roll-out Consumer Wealth Banking services via channels digibank / Internet Banking clients Support post-implementation tasks user training touch-points, production problem investigation, escalation resolution Self-starter strong business acumen, independent able rise challenges meet deadlines effectively Ensure customer issues resolved within SLA prompt follow-up ensure closure issues Requirements Degree holder 7 years relevant experience, preferably Consumer Banking and/or mobile / Internet Banking strong business acumen advantage. Strong IT background preferably experience implementing system projects. Experienced areas Consumer Wealth Banking products, mobile payments, x-border payment, process improvement operational aspect international payment processes operations. Excellent interpersonal communication skills positive working attitude. Language proficiency Mandarin good. Ability work cope pressure accuracy commitment. A good team player able work well product specialist, operational teams technical teams. Good presentation skills articulate well senior management meeting. Meticulous systematic eye detail. Possess ability prioritize categorize requirements issues ensure effective delivery projects enhancements Lead challenge status quo project delivery product development life cycle. Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
49,1277,Hiring Java Developers-for one of our Banking client,"java developer
java development
java
spring
hibernate
banking domain
Payment Gateway
payment",(Candidates authorized to work in the above mention countries are also eligible to apply),Banking/ Financial Services,IT,,"• Experience application development java technologies Banking domain preferred. • Experience Spring, Hibernate, Web services (Soap/Rest) etc. • Experience Payment Applications."
50,1288,Transaction Banking Sales - Global Transaction Services (GTS),Transaction Banking Sales - Global Transaction Services (GTS),Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function Global Transaction Services (GTS) comprises Cash & Trade, Securities Services Fiduciary Services. In increasingly borderless world marked burgeoning trade flow, expertise trade finance services invaluable asset. With cash lifeblood every company, too, good understanding manage cashflows. Trade Finance, together Cash Management, mainstay GTS, extended SME corporate clients local cross-border financial transaction needs. In Cash & Trade, part product management team provides seamless cost-effective solutions customers. Whether conducting market research, enhancing product system's features meet customers' needs, every opportunity shape business. You also exposed myriad Trade Cash Management products various marketing campaigns joint visits relationship managers. Responsibilities Drive cash, documentary trade open account trade/supply chain business defined portfolio clients within industry sector(s) business segment(s) deliver revenue targets meet overall GTS business objectives; Work relationship coverage GTS client management teams account plan strategic tactical approaches target prospective clients increase/ defend GTS wallet share assigned clients; Continuously engage coverage client management teams regularly review account plans arising clients’ evolving business requirements; Collaborate regional sales managers across GTS franchise provide in-country advisory support regional account acquisition; Lead/ participate development responses GTS RFIs RFPs (depending assigned role GTS client relationship); Continuously engage clients keep abreast evolving business priorities, well working capital treasury management practices proactively position GTS capabilities changes; Stay updated industry/ sector, competitive regulatory landscapes enable proactive advisory/ engagement clients; Support bank-wide initiatives/ events well initiatives/ events across GTS franchise; Participate DBS Customer Journeys drive digital engagement across GTS franchise support clients’ digital agendas; Actively manage deal pipeline (at least weekly basis). Requirements Experience originating cash and/or trade opportunities regional role minimum 10 years; Experience leading regional RFI/RFP responses regional business development; Good rapport-building, networking communication skills experience engaging clients regional and/or group decision-maker level; Experience journey thinking leader/ participant preferred; Open-minded, inquisitive, adaptable business transformation; Good analytical skills, strong writing skills; Good team player; University Degree education level; Proficiency English Mandarin (any Asian language advantage). Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
51,1293,"AVP/Senior Associate, Consumer Banking Business Finance, Group Finance","AVP/Senior Associate
Consumer Banking Business Finance
Group Finance",Banking/ Financial Services,Finance & Accounts,Other Finance & Accounts,,"Business Function Group Finance aims deliver world-class standards reporting, financial planning finance processes. We provide insights analyses help bank make sound business decisions – whether areas product development customer profitability. We also provide capital management, business planning, forecasting, tax accounting advisory services. The bank also certified Accredited Training Organisation (ATO) Singapore Qualification Programme Singapore Accountancy Commission Association Chartered Certified Accountants (ACCA) Approved Employer. Responsibilities Work closely countries review monthly financial performance well investigate variances identify business risks opportunities Automation execution robust cross check regional production process/data creating reliable granular error catching review process across data run current historic data Ownership accountability timeliness, data accuracy process adaptation needed delivery various Regional Reporting data sets reports various stakeholders Provide broad range financial analytical support senior management facilitate planning execution new business initiatives strategies Participate ongoing process reviews, process streamlining participation systems automation projects Prepare monthly/quarterly financial forecast participate planning budgeting process Support ad-hoc queries projects Requirements Degree Accountancy Finance related discipline 5 7 years experience management accounting financial reporting analysis Retail Banking Wealth Management Well versed Microsoft Excel Possess strong analytical, interpersonal communication skills A self-starter, independent able thrive fast paced changing environment Highly driven achieve excellence Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
52,1300,"AVP, Business Finance, Regional Private Bank, Group Finance","AVP
Business Finance
Regional Private Bank
Group Finance",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function Group Finance aims deliver world-class standards reporting, financial planning finance processes. We provide insights analyses help bank make sound business decisions – whether areas product development customer profitability. We also provide capital management, business planning, forecasting, tax accounting advisory services. The bank also certified Accredited Training Organisation (ATO) Singapore Qualification Programme Singapore Accountancy Commission Association Chartered Certified Accountants (ACCA) Approved Employer. Responsibilities Partner Wealth business developing deep understanding key performance drivers order provide independent inputs business trends. Facilitate fact-based discussion key business issues underpinning profitability productivity. Help business identify profitable opportunities areas collaboration within Bank. Provide business finance support new projects initiatives (e.g. new product launches, system enhancements, strategic cost management). Plan, implement improve finance system processes increase growth private bank business reduce manual processes Support monthend activities – accruals, MIS adjustments, GLAO, etc. Management reporting – Monthly Performance Analysis, Weekly Flash Quarterly Forecasting, Annual Budgeting, etc looking product level, areas revenue, margins, volumes, direct allocated expenses, headcount Produce relevant monthly performance reports RM/Client/Marketing Team/Product level help support business Provide commentaries MoM, YoY, QoQ variances vs Budget Work closely Country business finance teams Group MIS/Policy/Tax/Financial Accounting/Capital teams monthly submission actual, flash, forecast budget Provide advice support business regards accounting policy financial controls. Implement new changes Accounting policies Regulations monitor adherence, applicable business Coordinate Business, Operations, Technology Finance partners ensure business transactions properly recorded Work relevant support units allocated cost management Requirements Degree Accountancy and/or Computing preferred. Minimum 7 years experience management reporting data analytics Good knowledge financial products services, preferably Wealth business Meticulous, detailed, hands good aptitude numbers strong analytical skills. Comfortable dealing high volume data financial numbers Team player good interpersonal, communication problem solving skills Comfortable dealing senior business stakeholders Well-versed Microsoft Excel, Microsoft Access, Microsoft PowerPoint, Hyperion tools Essbase. Possessing SQL/Macro skills advantage. A self-starter, independent able thrive fast paced changing environment Highly driven Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
53,1326,"VP/AVP, Production Support Manager (Ecosystem/Paylah)Group Consumer Banking and Big Data Analytic...","VP/AVP
Production Support Manager (Ecosystem/Paylah)Group Consumer Banking and Big Data Analytic...",IT/ Computers - Software,IT,"ERP, CRM - Support Engineer",,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Responsibilities The role focus problem solving production support DBS Paylah application. It requires quick learner good troubleshooting skills. Debug production issues digging application code, writing support related helpers ad-hoc scripts, System automation optimizations. This DevOps aligned production management role. The role implies extensive collaboration developers, business users wider regional production support teams. It requires effective communicator team player. Design, implement, fix recommend strategies automate reliable production system/flow. Being technically hands-on help aspect. The role expected involve production incident management, root cause analysis (RCA) related follow ups ensure closure issue. The role need plan, manage, monitor optimize production related & related capacity resiliency management. Requirements At least 8 years experience strong understanding support incident, change problem management process Minimum 5 years experience L2/L3 production support, preferably banking/finance Technology domain. Minimum 3 years exposure Amazon Web Services ( EC2, ELB, VPC, S3, CloudFront, IAM, RDS, Route 53, CloudWatch, SNS,). Minimum 3 years hands-on experiences Linux OpenShift, Docker Containers Kubernetes. Good understanding microservice architecture RESTful API integration patterns. Involved installation, configuration administration RHEL 5x/6.x Servers. Providing data weekly monthly report senior management. Monitor Production Server Health different parameters (CPU Load, Physical Memory, Swap Memory, Hard disk, Mysql service, Http service response time) Installation Packages, Patch Management Upgrades. Effectively communicate issues status updates business support, regional colleagues, development teams. Quick thinker, problem solver (even pressure) fast learner constantly changing environment. Very good communication skills, able communicate effectively business technology partners. Knowledge iChamp (or similar incident ticketing tools). Knowledge Monitoring tools (such Grafana). Qualifications Bachelor Degree Engineering Computer Science Strong Java skills ITIL Foundation V3/2011 certification preferred DevOps certification preferred Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
54,1398,"VP/AVP, Production Support Manager (Ecosystem/Marketplace), Group Consumer Banking & Big Data Ana...","VP/AVP
Production Support Manager (Ecosystem/Marketplace)
Group Consumer Banking & Big Data Ana...",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Responsibilities The role focus problem solving production support DBS Marketplace application. It requires quick learner good troubleshooting skills. Debug production issues digging application code, writing support related helpers ad-hoc scripts, System automation optimizations. This DevOps aligned production management role. The role implies extensive collaboration developers, business users wider regional production support teams. It requires effective communicator team player. Design, implement, fix recommend strategies automate reliable production system/flow. Being technically hands-on help aspect. The role expected involve production incident management, root cause analysis (RCA) related follow ups ensure closure issue. The role need plan, manage, monitor optimize production related & related capacity resiliency management. Requirements At least 8 years experience strong understanding support incident, change problem management process Minimum 5 years experience L2/L3 production support, preferably banking/finance Technology domain. Minimum 3 years exposure Amazon Web Services ( EC2, ELB, VPC, S3, CloudFront, IAM, RDS, Route 53, CloudWatch, SNS,). Minimum 3 years hands-on experiences Linux OpenShift, Docker Containers Kubernetes. Good understanding microservice architecture RESTful API integration patterns. Involved installation, configuration administration RHEL 5x/6.x Servers. Providing data weekly monthly report senior management. Monitor Production Server Health different parameters (CPU Load, Physical Memory, Swap Memory, Hard disk, Mysql service, Http service response time) Installation Packages, Patch Management Upgrades. Effectively communicate issues status updates business support, regional colleagues, development teams. Quick thinker, problem solver (even pressure) fast learner constantly changing environment. Very good communication skills, able communicate effectively business technology partners. Knowledge iChamp (or similar incident ticketing tools). Knowledge Monitoring tools (such Grafana). Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
55,1408,"VP/AVP, Institutional Banking Business Finance, Group Finance","VP/AVP
Institutional Banking Business Finance
Group Finance",Banking/ Financial Services,Finance & Accounts,Other Finance & Accounts,,"Business Function Group Finance aims deliver world-class standards reporting, financial planning finance processes. We provide insights analyses help bank make sound business decisions – whether areas product development customer profitability. We also provide capital management, business planning, forecasting, tax accounting advisory services. The bank also certified Accredited Training Organisation (ATO) Singapore Qualification Programme Singapore Accountancy Commission Association Chartered Certified Accountants (ACCA) Approved Employer. Responsibilities Lead team financial reporting – Perform monthly performance analysis business insightful commentaries Support business flash, actuals correlating key drivers, validating assumptions used, quantifying risks opportunities Lead budgeting forecasting exercise, participate new products systems rollout Partner senior management strategic plans, driving business identification business opportunities Participate cross functional project work collaborate development appropriate performance metrics/systems support strategic intent. Effective problem solver, excellent quantitative techniques effective communication/ interpersonal skills. Requirements Bachelor Degree Accounting Finance (CA/CPA qualification must) Working experience banking environment Knowledge SQL, Hyperion, Qlikview (not mandatory would advantageous). Team player enthusiasm, initiative resilience Enjoys working high pressure challenging environment. High attention detail & willingness continuously strive towards higher standards Able challenge status quo improve existing processes Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
56,1454,Contract Telesales Officer(Bank)-12months (1500+up to 5000 comm),,Recruitment/Staffing/RPO,Sales/ Business Development,Customer Service Executive,,"Job Description : Contract Telesales Officer (Bank) 12 months (Renewable; based performance) 9.00 6.30 pm (Monday - Friday) Basic $1,500/ month + Monthly Commission (Up $5,000 - Based performance) Raffles Place (Bank) Job Description: Engage telesales efforts promote credit cards/credit facilities/loans existing new clients Cross selling banking products & services Respond customers enquiries facilitate resolution problems anticipating customers needs. Work closely Team Leader develop implement sales service strategies achieve exceed sales targets. Period: 12 months (Renewable; based performance) Working Hours: 9.00 6.30 pm (Monday - Friday) Working Location: Raffles Place (Bank) Salary: Basic $1,500/ month Monthly Commission (Up $5,000 - Based performance) Job Requirements: Min GCE 'N' Level Preferably applicants sales/telesales/call centre/customer service experience Good communication interpersonal skills Customer service oriented sales/target driven Possess drive, initiative & ability work independently Interested applicants, kindly email detailed resume (MS Word format preferred): (Reg No: R1107390) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg"
57,1456,Contract Bank Loans Officer (12 months) - 1600 + Commission,,Recruitment/Staffing/RPO,Customer Service/ Call Centre/ BPO,Customer Service Executive,,"Job Description : Contract Bank Loans Officer 12 months (Renewable contract) Various Branches (will assigned 2 different branches every month) 6 day work week: 11.00am 7.00pm $1600 plus Attractive Monthly Commission (Based performance) Job Responsibilities: Actively promote personal credit line loans selected branches Attending walk-in clients branch Ensure application form duly filled documents order processing Follow customers via telephone Sales oriented role Period: 12 months (Renewable contract) Salary: $1600 plus Attractive Monthly Commission (Based performance) Working Hours: 6 day work week: 11.00am 7.00pm (either Saturday Sunday) Location: Various Branches (will assigned 2 different branches every month) Job requirements: N Level relevant sales (direct/telesales/retail) experience Confident good communication interpersonal skills Customer oriented sales driven Willing work weekends travel allocated branches Interested applicants, kindly email detailed resume (MS Word format preferred): (Reg No: R1107390) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg"
58,1461,Global Treasury– Up to10/hr @ Raffles Place (Banking Industry),,Recruitment/Staffing/RPO,IT,Software Engineer/ Programmer,,"Job Description : 6 months Temp Global Treasury (Business Process & Events Support) Up $10/hr @ Raffles Place (Banking industry) Temporary (6 months) Up $10/hr 5 days work week Located @ Raffles Place Job Responsibilities 1. Global Treasury/Markets Business Processes Assist management monitoring Structured Product business related derivative transactions Monitor maintenance events/corporate actions life cycle every trades Verify prices, fixings, corporate actions credit ratings Monitor success structured product trades tracking markets calculating financials Coordinate database management support Treasury Advisory sales team perform data analytics Assist streamlining process coming ideas improve/automate processes Develop Excel macro spreadsheets end users 2. Global Treasury Marketing & Events Assist plan coordinate client networking events Treasury Advisory Corporate team Treasury Institutional Sales team Assist track spending events; provide quarterly analysis managements review Support special events required time time (e.g. team training sessions team bonding events) Daily updating bond prices Treasury Advisory teams Assist info extraction Managements meeting presentations Period 6 months preferred (minimum 3 months) Salary $10/hr Working Hours Monday Friday 9am-6.30pm Location Raffles Place Job Requirements Strong computer literacy Microsoft Office Candidate interest learn Murex treasury systems, derivatives products, operations, processing & control processes workflow Structured Products Effective communication interpersonal skills Must able commit min. 6 months full time basis (5 days week) Interested applicants, kindly email detailed resume (MS Word format preferred): (Reg No: R1107390) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg"
59,1478,Perm Retail Dealing (Equities Dealer Role) @ Raffles Place (Banking Industry),,Recruitment/Staffing/RPO,Sales/ Business Development,Regulatory Affairs Executive,,"Job Description : Perm Retail Dealing (Equities Dealer Role) @ Raffles Place (Banking Industry) Permanent 5 days work week Located @ Raffles Place Job Responsibilities Manage portfolio clients, assist equities dealing, products (ELN, Bonds related products) Able make presentation clients update market, companies industries Have good knowledge fundamental technical analysis Managing phone online trade flows, attending clients portfolio risk. Inform clients corporate action payments To ensure compliance company industry code conduct, rules regulations Period Permanent Salary Open (Based experience) Working hours Monday Friday 8.30am-6pm Location Raffles Place Job Requirements A degree discipline, preferably accreditation CMFAS examinations (Modules 1, 2, 5, 6 & 6A ) Possess drive excel, tenacity thrive dealing / marketing career A sharp business acumen high orientation towards achievement challenge Strong interpersonal communication skills Preferably years relevant working experience Securities industry Ability manage pertaining risks Interested applicants, kindly email detailed resume (MS Word format preferred): (Reg No: R1107390) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg"
60,1480,Bank Sales Executives - Unsecured Loans (with OT Pay + Commissions + Bonus),,Recruitment/Staffing/RPO,Sales/ Business Development,HR Executive,,"Job Description : Basic + Commissions Yearly Performance Bonus OT Pay Monday Friday - Normal Office Hours Walking distance Novena MRT Responsibilities: Promote & sell Credit facilities (Personal Loans) To cross sell personal loans To achieve individual sales targets To adhere professional standards behaviour & conduct dealing customers fellow staff To continuously think ahead help develop solutions emerging problems To continuously suggest ways improving team whole To actively tele-market Bank's products customers generate sales revenue To call company provided leads customers. Contractual Period: 1 Year Renewable Contract (Subject Conversion Depending Performance) Location: Novena Working Hours: Monday Friday : 9.15am 6.45pm Salary: $1,800 + Commission + End Contract Bonus + OT $2500 (depending experience) Requirements: Candidate must possess least Secondary School ""N""-Levels Applicants must willing work Novena Area Passion drive launch sales career next level Good Communication Skills Self-starter, independent possess excellent interpersonal communication skills Comfortable Quotas Sales Targets Candidates must able commit Overtime needed Relevant sales/acquisition experience proven track record plus If interested, kindly email detailed resume (MS Word format preferred): (Reg No: R1107386) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg"
61,1489,"Bank Telesales (Credit Insurance) – Up to 3500, Novena",,Recruitment/Staffing/RPO,Manufacturing/ Engineering/ R&D,HR Executive,,"Job Description : Bank Telesales (Credit Insurance) Up $3500, Novena Contract (1 year) Mon-Fri: 9am-6.30pm Novena Up $3500 Responsibilities Promote & sell Life Insurance To achieve individual sales targets. To adhere professional standards behaviour & conduct dealing customers fellow staff. To continuously think ahead help develop solutions emerging problems To continuously suggest ways improving team whole To actively tele-market Bank's products customers generate sales revenue. To call company provided leads customers. Working Hours Monday - Friday (9.00am - 6.30PM) Contractual Period 1 Year (Renewable) Location Novena Salary Up $3500 Requirements: Candidate must possess least Secondary School ""N"" Level Applicants must willing work Novena/Toa Payoh Raffles Area. Passion drive launch sales career next level. Good Communication Skills Self-starter, independent possess excellent interpersonal communication skills Comfortable Quotas Sales Targets Candidates must able commit Overtime needed Relevant sales/acquisition experience proven track record plus Must M5 M9 Interested applicants, kindly email detailed resume (MS Word format preferred): (Reg No: R1107386) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg"
62,1494,Perm Retail Dealing (Equities Dealer Role) - Located @ Raffles Place (Banking Industry),"Consulting
Consumer Banking
Customer Service
Investments/Fund Management
Bachelor's / Honours",Recruitment/Staffing/RPO,Sales/ Business Development,Regulatory Affairs Executive,,"Job Description Perm Retail Dealing (Equities Dealer Role) Located @ Raffles Place (Banking Industry) Permanent 5 days work week Located @ Raffles Place Job Responsibilities Manage portfolio clients, assist equities dealing, products (ELN, Bonds related products) Able make presentation clients update market, companies industries Have good knowledge fundamental technical analysis Managing phone online trade flows, attending clients portfolio risk. Inform clients corporate action payments To ensure compliance company industry code conduct, rules regulations Period Permanent Salary Open (Based experience) Working hours Monday Friday 8.30am-6pm Location Raffles Place Job Requirements A degree discipline, preferably accreditation CMFAS examinations (Modules 1, 2, 5, 6 & 6A ) Possess drive excel, tenacity thrive dealing / marketing career A sharp business acumen high orientation towards achievement challenge Strong interpersonal communication skills Preferably years relevant working experience Securities industry Ability manage pertaining risks Interested applicants, kindly email detailed resume (MS Word format preferred): (Reg No: R1107390) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg"
63,1499,Contract Telesales Officer (Bank) -12months (1500+up to 5000 comm),"Consumer Banking
Consumer Sales
Customer Service
Telesales/Telemarketing
'N' Levels / 'O' Levels
ITE/ NITEC/ Higher NITEC
Diploma",Recruitment/Staffing/RPO,Sales/ Business Development,Customer Service Executive,,"Job Description Contract Telesales Officer (Bank) 12 months (Renewable; based performance) 9.00 6.30 pm (Monday - Friday) Basic $1,500/ month + Monthly Commission (Up $5,000 - Based performance) Raffles Place (Bank) Job Description: Engage telesales efforts promote credit cards/credit facilities/loans existing new clients Cross selling banking products & services Respond customers enquiries facilitate resolution problems anticipating customers needs. Work closely Team Leader develop implement sales service strategies achieve exceed sales targets. Period: 12 months (Renewable; based performance) Working Hours: 9.00 6.30 pm (Monday - Friday) Working Location: Raffles Place (Bank) Salary: Basic $1,500/ month Monthly Commission (Up $5,000 - Based performance) Job Requirements: Min GCE 'N' Level Preferably applicants sales/telesales/call centre/customer service experience Good communication interpersonal skills Customer service oriented sales/target driven Possess drive, initiative & ability work independently Interested applicants, kindly email detailed resume (MS Word format preferred): (Reg No: R1107390) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg"
64,1510,Loans Consolidation Specialist (Local Bank) - Comm + Allowance + Bonuses,,Recruitment/Staffing/RPO,IT,Customer Service Executive,,"Job Description : Loans Consolidation Specialist LOCAL BANK NORMAL OFFICE HOURS BASIC UP TO $2200 + COMMISSION + MOBILE ALLOWANCE + BONUSES Responsibilities: Assist customers securing loans loans consolidation Provide quality efficient sales services follow ups customers acquired Deliver retail banking products knowledge customers To follow documents required application submission. Working Hours: 5 days work week Normal office hours Employment Period: 12 Months contract (renewable yearly basis depending performance management discretion) Location: United Square @ Novena Salary: Basic Salary: Up $2200 + Commission + $100 Mobile Allowance + Yearly Performance Bonus + Contract Bonus Requirements: Applicants sales driven & customer service oriented. Min GCE N level holders Highly motivated, driven, able work fast paced environment. Interested applicants, kindly email detailed resume (MS Word format preferred): (Reg No: R1107386) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg"
65,1541,Contract Bank Loans Officer (12 months) / 1600 + Commission,"Corporate Banking
Corporate Sales
Sales Support/Coordination
Telesales/Telemarketing
'N' Levels / 'O' Levels
ITE/ NITEC/ Higher NITEC
Diploma",Recruitment/Staffing/RPO,Sales/ Business Development,Customer Service Executive,,"Job Description Contract Bank Loans Officer 12 months (Renewable contract) Various Branches (will assigned 2 different branches every month) 6day work week: 11.00am 7.00pm $1600 plus Attractive Monthly Commission (Based performance) Job Responsibilities: Actively promote personal credit line loans selected branches Attending walk-in clients branch Ensure application form duly filled documents order processing Follow customers via telephone Sales oriented role Period: 12 months (Renewable contract) Salary: $1600 plus Attractive Monthly Commission (Based performance) Working Hours: 6 day work week: 11.00am 7.00pm (either Saturday Sunday) Location: Various Branches (will assigned 2 different branches every month) Job requirements: N Level relevant sales (direct/telesales/retail) experience Confident good communication interpersonal skills Customer oriented sales driven Willing work weekends travel allocated branches Interested applicants, kindly email detailed resume (MS Word format preferred): (Reg No: R1107390) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W:"
