,Unnamed: 0,job_title,skill,job_desc,Industry,Function,Role,Education,job_desc_clean
36,1549,Permanent Senior Software Engineer (Embedded) - Up to 5500,"IT-Administration
IT-Software/Development
Research & Development (R&D)
Troubleshoot
ITE/ NITEC/ Higher NITEC
Diploma
Bachelor's / Honours","Job Description
Senior Software Engineer (Embedded)
Permanent / Contract
Salary: Up to $5500
Ang Mo Kio / Redhill
Normal Office Hours
Job Responsibilities (Software Engineer):
Design, develop and test embedded software (more on application layer)
Participate in design and code reviews
Support iDirect's Technical Assistance Center and external customers when needed
Job Responsibilities (Software / R&D Engineer):
Develop Linux kernel and device driver
Create Linux shell scripts for interfacing between application and OS
Assure the quality of work through design, review and testing
Responsible for the delivery of the software/kernel/driver to manufacturing within the required timelines
Works together with hardware/firmware engineers for new product development/ existing product debugging.
Period:
Permanent / Contract
Contract can be renewed / convert to perm depending on performance & headcount availability
Salary:
Up to $5500
Location:
Ang Mo Kio / Redhill
Working Hours:
Monday-Friday: 8.30am to 6pm
Job Requirements (Software Engineer):
MS/BS in Computer Science/Computer Engineering/Electrical Engineering
Strong C/C++ programming experience in a POSIX environment
Experience programming software on an embedded linux platform
Working knowledge of GNU development and debugging tools
Knowledge of linux kernel and linux device drivers
Knowledge of TCP/IP, Sockets Programming
Some experience with Shell scripting is desirable
An understanding of FPGA development is a plus
Knowledge of Satellite communication is a plus
Experience with other Realtime embedded environments is a plus
Knowledge of Agile Scrum is a plus
Job Requirements (Software / R&D Engineer):
- Degree in Electrical and Electronic Engineering, Computer Science/Engineering or its equivalent
- Experience in C/C++ programming
- Experience in developing embedded software for ARM microprocessors
- Experience in Linux programming with good knowledge in Linux kernel/ driver development
- Experience in Linux shell scripting
- Experience/knowledge in Windows Operating System Configuration and OPOS driver is a plus.
- Experience in Debian OS related programming.
- Experience in firmware development is a plus.
- Independent, good team player and self-disciplined
Interested applicants, kindly email your detailed resume (MS Word format is preferred):
(Reg No: R1107386)
Zoey -(Reg No: R1550273)
Please ensure that applications sent through email are no bigger than 1Mb.
We thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified.
Success Human Resource Centre Pte Ltd (EA License Number: 97C4832)
1 Sophia Road, Peace Centre,
#06-23/29 Singapore 228149
T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg",Recruitment/Staffing/RPO,IT,Software Engineer/ Programmer,,"Job Description Senior Software Engineer (Embedded) Permanent / Contract Salary: Up $5500 Ang Mo Kio / Redhill Normal Office Hours Job Responsibilities (Software Engineer): Design, develop test embedded software (more application layer) Participate design code reviews Support iDirect's Technical Assistance Center external customers needed Job Responsibilities (Software / R&D Engineer): Develop Linux kernel device driver Create Linux shell scripts interfacing application OS Assure quality work design, review testing Responsible delivery software/kernel/driver manufacturing within required timelines Works together hardware/firmware engineers new product development/ existing product debugging. Period: Permanent / Contract Contract renewed / convert perm depending performance & headcount availability Salary: Up $5500 Location: Ang Mo Kio / Redhill Working Hours: Monday-Friday: 8.30am 6pm Job Requirements (Software Engineer): MS/BS Computer Science/Computer Engineering/Electrical Engineering Strong C/C++ programming experience POSIX environment Experience programming software embedded linux platform Working knowledge GNU development debugging tools Knowledge linux kernel linux device drivers Knowledge TCP/IP, Sockets Programming Some experience Shell scripting desirable An understanding FPGA development plus Knowledge Satellite communication plus Experience Realtime embedded environments plus Knowledge Agile Scrum plus Job Requirements (Software / R&D Engineer): - Degree Electrical Electronic Engineering, Computer Science/Engineering equivalent - Experience C/C++ programming - Experience developing embedded software ARM microprocessors - Experience Linux programming good knowledge Linux kernel/ driver development - Experience Linux shell scripting - Experience/knowledge Windows Operating System Configuration OPOS driver plus. - Experience Debian OS related programming. - Experience firmware development plus. - Independent, good team player self-disciplined Interested applicants, kindly email detailed resume (MS Word format preferred): (Reg No: R1107386) Zoey -(Reg No: R1550273) Please ensure applications sent email bigger 1Mb. We thank applicants interest regret inform shortlisted candidates would notified. Success Human Resource Centre Pte Ltd (EA License Number: 97C4832) 1 Sophia Road, Peace Centre, #06-23/29 Singapore 228149 T: 6337 3183 | F: 6337 0329 | W: www.successhrc.com.sg"
37,1637,Embedded Software Engineer - Perm/End-user,"Real-time System
C#
RTOS
embedded C
Operating System
embedded system
Software
C++
C
packet switching
IP
TCP IP
TCP
multiplexing","Embedded Software Engineer - Wireless/Wi-Fi/Communication System
Permanent opportunity with a leading organization with more than 4000 employees worldwide.
Chance to be in a well-developed team and involve in exciting new projects.
Attractive compensation package with 13th month and variable bonuses.
In this role, you will be responsible for but not limited to:
Develop
embedded software
for
Wireless Communications system
.
Responsible on packet switching, multiplexing and bandwidth allocation.
Analyse features, architecture and performance of SoC, recommend for future wireless communication system
Support/resolve and debug problems for the system.
Liaise with team members and different teams to deliver on requirements.
Key Requirements for the role:
4+ years of experience in hands-on software embedded system development.
Proficient in developing using
embedded C
,
C++
or
C#
.
Strong knowledge in Network system architecture across
wireless/Wi-fi
, TCP/IP, etc.
Experience with
Real-time Operating System (RTOS)
will be added advantage.
Strong communicator with proactive personality.
Please send your resume in WORD format by clicking the apply button below or contact Helen Nguyen on +65 6701 1519 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R1660747 (Nguyen Ngoc Thanh Hien).",Recruitment/Staffing/RPO,IT,Software Engineer/ Programmer,,"Embedded Software Engineer - Wireless/Wi-Fi/Communication System Permanent opportunity leading organization 4000 employees worldwide. Chance well-developed team involve exciting new projects. Attractive compensation package 13th month variable bonuses. In role, responsible limited to: Develop embedded software Wireless Communications system . Responsible packet switching, multiplexing bandwidth allocation. Analyse features, architecture performance SoC, recommend future wireless communication system Support/resolve debug problems system. Liaise team members different teams deliver requirements. Key Requirements role: 4+ years experience hands-on software embedded system development. Proficient developing using embedded C , C++ C# . Strong knowledge Network system architecture across wireless/Wi-fi , TCP/IP, etc. Experience Real-time Operating System (RTOS) added advantage. Strong communicator proactive personality. Please send resume WORD format clicking apply button contact Helen Nguyen +65 6701 1519 confidential discussion. Please note short-listed candidates contacted. CEI Reg. Number R1660747 (Nguyen Ngoc Thanh Hien)."
40,1760,Software engineer (Micro focus / Serena),"serena
deployment automation
release automation
continuous integration
continuous deployment
devops
ansible","As a Micro Focus Serena release and deployment automation Engineer, your role includes:
To be the subject matter expert in recommending best practices in term of automation and implementation
To onboard new applications in Serena
To review existing applications already on boarded on Serena
To propose improvements to current processes
To maintain and administer Serena Release and Deployment Automation platform
Skills & Experience:
Bachelor’s Degree or equivalent experience required
5+ years of overall experience in professional software engineering;
At least 3+ years of hands-on experience as Serena engineer
Mandatory
Strong expertise on SERENA & integration with Vault & CI tools
Strong critical thinker with problem solving aptitude
Good written and oral communication skills
Good background in Linux / Unix Administration
Plus
Experience with automation/configuration management using Ansible
Expertise with containerization technologies such Docker
Banking experience related to organization and processes",IT/ Computers - Software,IT,Software Engineer/ Programmer,,"As Micro Focus Serena release deployment automation Engineer, role includes: To subject matter expert recommending best practices term automation implementation To onboard new applications Serena To review existing applications already boarded Serena To propose improvements current processes To maintain administer Serena Release Deployment Automation platform Skills & Experience: Bachelor’s Degree equivalent experience required 5+ years overall experience professional software engineering; At least 3+ years hands-on experience Serena engineer Mandatory Strong expertise SERENA & integration Vault & CI tools Strong critical thinker problem solving aptitude Good written oral communication skills Good background Linux / Unix Administration Plus Experience automation/configuration management using Ansible Expertise containerization technologies Docker Banking experience related organization processes"
44,1961,Software Engineer (C++/ Stepper and Servo motor),C++ AND Servo AND Stepper motor AND solenoid AND Real time operating system,"Senior Software Engineer
Primary Functions:
Software development for molding machines
Maintain and provide software documentation and provide support for production and field
Carry out good software engineering practice of requirement analysis, design, implement, test and release with good documentation
Develop and design new features and sustain matured products in the field
Implement Continuous Improvement Program (CIP) for existing and new products
Maintain and perform software field support at the customers' sites
Candidates will be sent to the Netherlands for training
Requirements:
Bachelor Degree in Electrical & Electronics/Computer Engineering or equivalent
Minimum 5 years’ experience in C/C++/Java programming
Practical knowledge on real-time software development
Good conceptualization skills are needed when work on interdisciplinary automation projects
Familiar with various motor technologies such as servo motor, stepper motor, solenoid, etc.
Fluent in written and spoken English
Candidates with the skills and experience listed above are highly encouraged to send in their resumes by clicking on the 'APPLY' button or by writing in to godfrey.foo (at) globesoft.com.sg today for a confidential discussion!
EA Reg No.: R1107214 | Globesoft Services Pte Ltd | EA License No. 12C6296","•
Automotive/ Ancillaries
•
Semiconductor Manufacturing","•
IT
•
Manufacturing/ Engineering/ R&D",Software Engineer/ Programmer,"Bachelors
Degree","Senior Software Engineer Primary Functions: Software development molding machines Maintain provide software documentation provide support production field Carry good software engineering practice requirement analysis, design, implement, test release good documentation Develop design new features sustain matured products field Implement Continuous Improvement Program (CIP) existing new products Maintain perform software field support customers' sites Candidates sent Netherlands training Requirements: Bachelor Degree Electrical & Electronics/Computer Engineering equivalent Minimum 5 years’ experience C/C++/Java programming Practical knowledge real-time software development Good conceptualization skills needed work interdisciplinary automation projects Familiar various motor technologies servo motor, stepper motor, solenoid, etc. Fluent written spoken English Candidates skills experience listed highly encouraged send resumes clicking 'APPLY' button writing godfrey.foo (at) globesoft.com.sg today confidential discussion! EA Reg No.: R1107214 | Globesoft Services Pte Ltd | EA License No. 12C6296"
47,2097,Senior Java Software Engineer,"scripting
HTML
CSS
SQL
J2EE
Spring
API
authentication
JQuery
Python
Bash
Software
Android
JavaScript
Java","Senior Software Engineer (Java) – 2-year contract - Singapore
Be part of a major transformation project.
This transformation is to expand organization’s technology into Java. The ideal fit will have experience as a Full-Stack Developer. Experience in building Java microservices and frontend using Angular, JavaScript, JQuery, HTML and CSS.
It will be advantageous if you have knowledge or experience in test-driven development, CI/CD, deploying Docker containers and operating on Kubernetes. In other words, practicing Devops methodology.
Must-haves:
3 years or more experience on Java platform
Familiar with agile software engineering practice
Java programming, J2EE, Spring, Web API, Angular, HTML, CSS, JavaScript, SQL
Increase your chances with:
Experience working on enterprise-scale projects, or, fully participated in projects from scratch
Scrum, TDD
Docker, Kubernetes, MQ, CI/CD, Bash/Python scripting, iOS/Android mobile app, cloud technologies, authentication, security.
Please send your resume in WORD format by clicking the apply button below or contact Rosette Chong at +65 6701 1513 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R1658433 (Chong Xinmei).",Recruitment/Staffing/RPO,IT,Software Engineer/ Programmer,,"Senior Software Engineer (Java) – 2-year contract - Singapore Be part major transformation project. This transformation expand organization’s technology Java. The ideal fit experience Full-Stack Developer. Experience building Java microservices frontend using Angular, JavaScript, JQuery, HTML CSS. It advantageous knowledge experience test-driven development, CI/CD, deploying Docker containers operating Kubernetes. In words, practicing Devops methodology. Must-haves: 3 years experience Java platform Familiar agile software engineering practice Java programming, J2EE, Spring, Web API, Angular, HTML, CSS, JavaScript, SQL Increase chances with: Experience working enterprise-scale projects, or, fully participated projects scratch Scrum, TDD Docker, Kubernetes, MQ, CI/CD, Bash/Python scripting, iOS/Android mobile app, cloud technologies, authentication, security. Please send resume WORD format clicking apply button contact Rosette Chong +65 6701 1513 confidential discussion. Please note short-listed candidates contacted. CEI Reg. Number R1658433 (Chong Xinmei)."
48,2137,Software Engineer (System),"C++
Multi-Threading
OOP
Object Oriented Programming
Real Time Operating System","Cobalt is proud to partner with one of the world largest manufacturers and providers of semiconductor packaging, assembly equipment, and electronic assembly solutions. Due to business expanding in Singapore, they are looking to bring on board qualified Software Engineer (System).
In this role,
You will develop software enhancement features and manage software defect tracking, resolution and deployment to the field
Software sustaining support and continuous improvement of the current
platform
To be successful in this role,
You will possess a Bachelor's Degree in Technical Engineering with at least 3 years of experience as Software
Engineer
Good knowledge in Object Oriented Programming & Real-Time Operating System and must have experience in multi-threading
Proficient in C++, Visual C++ with Microsoft Foundation Class, Windows, VxWorks
If an opportunity is of interest, then please share your CV with us at yfan@cobaltrecruitment.com or call us at +65 6800 9275 for a confidential discussion on this role.
EA License No: 12C6031 | Reg No: R1547510",Semiconductor Manufacturing,IT,Software Engineer/ Programmer,"Bachelors
Degree","Cobalt proud partner one world largest manufacturers providers semiconductor packaging, assembly equipment, electronic assembly solutions. Due business expanding Singapore, looking bring board qualified Software Engineer (System). In role, You develop software enhancement features manage software defect tracking, resolution deployment field Software sustaining support continuous improvement current platform To successful role, You possess Bachelor's Degree Technical Engineering least 3 years experience Software Engineer Good knowledge Object Oriented Programming & Real-Time Operating System must experience multi-threading Proficient C++, Visual C++ Microsoft Foundation Class, Windows, VxWorks If opportunity interest, please share CV us yfan@cobaltrecruitment.com call us +65 6800 9275 confidential discussion role. EA License No: 12C6031 | Reg No: R1547510"
50,2216,Senior Java Software Engineer,"testing
scripting
HTML
CSS
SQL
J2EE
Spring
API
JS
Python
software development life cycle
Bash
Software
Android
Java","Senior Software Engineer (Java) – 2-year contract - Singapore
Be part of a prestigious technology transformation project. This is a new initiative to bring in latest Java technology and to apply on major multinational.
The ideal fit will be designing, developing and testing custom full stack software applications. Backed with strong experience in Java, you will be supporting the entire software development life cycle. So if you’re looking to get hands-on with projects from scratch, this will be for you!
Must-haves:
3 years or more experience on Java platform
Familiar with agile software engineering practice
Java programming, Java EE/J2EE, Spring, Web API, Angular, HTML, CSS, JS, SQL
Increase your chances with:
Experience working on enterprise-scale projects, or, fully participated in projects from scratch
Scrum, TDD
Docker, Kubernetes, MQ, CI/CD, Bash/Python scripting, iOS/Android mobile app, cloud technologies.
Please send your resume in WORD format by clicking the apply button below or contact Rosette Chong at +65 6701 1513 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R1658433 (Chong Xinmei).",Recruitment/Staffing/RPO,IT,Software Engineer/ Programmer,,"Senior Software Engineer (Java) – 2-year contract - Singapore Be part prestigious technology transformation project. This new initiative bring latest Java technology apply major multinational. The ideal fit designing, developing testing custom full stack software applications. Backed strong experience Java, supporting entire software development life cycle. So you’re looking get hands-on projects scratch, you! Must-haves: 3 years experience Java platform Familiar agile software engineering practice Java programming, Java EE/J2EE, Spring, Web API, Angular, HTML, CSS, JS, SQL Increase chances with: Experience working enterprise-scale projects, or, fully participated projects scratch Scrum, TDD Docker, Kubernetes, MQ, CI/CD, Bash/Python scripting, iOS/Android mobile app, cloud technologies. Please send resume WORD format clicking apply button contact Rosette Chong +65 6701 1513 confidential discussion. Please note short-listed candidates contacted. CEI Reg. Number R1658433 (Chong Xinmei)."
55,2663,"Software Engineer-Senior Software Engineer (Java, J2EE )","JAVA
J2EE
JSP
SERVLETS
SPRING
REST","Role: Software Engineer-Senior Software Engineer ( Java, J2EE )
Experience: 2 years to 10 years of recent heavy, hands on, JAVA/J2EE coding experience
Location: Singapore Central Business District
Description:
We are looking for top notch software engineers having strong programming and algorithmic skills to work along with a highly skilled team of software engineers poised to create state of the art, secure, stable and compliant systems for a global brand which plans to transform the way we make payments.
Key Qualifications
Strong core Java and Java EE programming skills
Strong object oriented programming and design skills
Experience with Java web frameworks such as Spring MVC
Experience writing Java libraries and developing REST APIs
Strong test-driven approach to writing code
Excellent problem solving skills
Willingness to learn new technologies and adapt to change",IT/ Computers - Software,IT,"•
Software Engineer/ Programmer
•
Team Leader/ Technical Leader
•
System Analyst/ Tech Architect",,"Role: Software Engineer-Senior Software Engineer ( Java, J2EE ) Experience: 2 years 10 years recent heavy, hands on, JAVA/J2EE coding experience Location: Singapore Central Business District Description: We looking top notch software engineers strong programming algorithmic skills work along highly skilled team software engineers poised create state art, secure, stable compliant systems global brand plans transform way make payments. Key Qualifications Strong core Java Java EE programming skills Strong object oriented programming design skills Experience Java web frameworks Spring MVC Experience writing Java libraries developing REST APIs Strong test-driven approach writing code Excellent problem solving skills Willingness learn new technologies adapt change"
58,2765,Mobile Software Engineer (Android/iOS),"Android
iPhone
j2me
Blackberry
Windows mobile
Objective C
Swift","Mobile Software Engineer (Android/iOS)
Role and Responsibilities
Understand user requirements and participate in technical design
Develop and implement system applications in accordance to user requirements
Perform unit and system integration testing for quality assurance
Plan and assist with user acceptance testing
Participate in implementation roll-out
Provide operational support and ongoing maintenance and enhancement after implementation
Requirements / Qualifications
3 – 5 years’ experience in developing applications equipped with strong knowledge of coding practices
Minimum 3 years of experiences in developing mobile applications on IOS and Android platform
Good technical knowledge and experience in object-oriented programming
Strong analytical skills and able to work under tight timelines
Ability to work on multiple projects involving multiple stakeholders concurrently
Innovative, proactive and a strong team player
Degree in Computer Science, Computer Engineering or equivalent
Interested candidates, who wish to apply for the above position, please send us an updated copy of your resume with the Job Reference Code to sw@capitagrp.com
Job Reference Code: AEC - SW
We regret to inform that only shortlisted candidates will be notified.",IT/ Computers - Software,IT,"•
Software Engineer/ Programmer
•
System Analyst/ Tech Architect","Bachelors
Degree
Diploma
Non Degree Tertiary
ITC
NTC
Vocational
Masters
Post Graduate
Matriculated
A-Level
PhD
Doctorate
School Certificate
N or O-Level","Mobile Software Engineer (Android/iOS) Role Responsibilities Understand user requirements participate technical design Develop implement system applications accordance user requirements Perform unit system integration testing quality assurance Plan assist user acceptance testing Participate implementation roll-out Provide operational support ongoing maintenance enhancement implementation Requirements / Qualifications 3 – 5 years’ experience developing applications equipped strong knowledge coding practices Minimum 3 years experiences developing mobile applications IOS Android platform Good technical knowledge experience object-oriented programming Strong analytical skills able work tight timelines Ability work multiple projects involving multiple stakeholders concurrently Innovative, proactive strong team player Degree Computer Science, Computer Engineering equivalent Interested candidates, wish apply position, please send us updated copy resume Job Reference Code sw@capitagrp.com Job Reference Code: AEC - SW We regret inform shortlisted candidates notified."
60,2777,Java/J2EE Software Engineer,"Java
J2EE Scripts
Core JAVA Scripts
JSP
JAVA J2EE
J2EE
Core JAVA
Servlets
Struts
JAVA J2EE Scripts
JSP Scripts
JAVA Developer","Software Engineer (Java/J2EE)
Responsibilities
Understand functional specifications and develop solution as per the requirements. Should be able to propose recommendations for suggested solutions.
Liaise with the customer to understand the project objectives and align the same
Communicate the project status to all the stakeholders
Support the UAT with the users. UAT issue fixes and retesting to secure the sign off within the set timelines.
Support go live activities, regression testing and warranty period where required.
Requirements
Overall experience of 2-6 yrs is desirable
Must be good in Core Java programming
Must have worked on developing multi-threaded apps
Must possess knowledge for creating web application using JSF, JSP, JQUERY, Javascript,CSS, servlets, etc.
Must be familiar with Java Generics.
Must possess good PL/SQL skills
Must have used unit testing frame work and familiar with basic principles in writing unit testable code.
Must be familiar with best programming practices in Java and be able to review code.
Must be familiar with any ORM framework like hibernate, IBatis, jooq, etc
Must possess basic shell scripting skills.
Familiarity with Eclipse IDE for development and debugging
An understanding of SDLC processes and Change Management principles, within a banking environment.
Interested candidates, who wish to apply for the above position, please send us an updated copy of your resume with the Job Reference Code to sw@capitagrp.com
Job Reference Code: AEC - SW
We regret to inform that only shortlisted candidates will be notified.",IT/ Computers - Software,IT,"•
Software Engineer/ Programmer
•
System Analyst/ Tech Architect","Bachelors
Degree
Diploma
Non Degree Tertiary
ITC
NTC
Vocational
Masters
Post Graduate
Matriculated
A-Level
PhD
Doctorate
School Certificate
N or O-Level","Software Engineer (Java/J2EE) Responsibilities Understand functional specifications develop solution per requirements. Should able propose recommendations suggested solutions. Liaise customer understand project objectives align Communicate project status stakeholders Support UAT users. UAT issue fixes retesting secure sign within set timelines. Support go live activities, regression testing warranty period required. Requirements Overall experience 2-6 yrs desirable Must good Core Java programming Must worked developing multi-threaded apps Must possess knowledge creating web application using JSF, JSP, JQUERY, Javascript,CSS, servlets, etc. Must familiar Java Generics. Must possess good PL/SQL skills Must used unit testing frame work familiar basic principles writing unit testable code. Must familiar best programming practices Java able review code. Must familiar ORM framework like hibernate, IBatis, jooq, etc Must possess basic shell scripting skills. Familiarity Eclipse IDE development debugging An understanding SDLC processes Change Management principles, within banking environment. Interested candidates, wish apply position, please send us updated copy resume Job Reference Code sw@capitagrp.com Job Reference Code: AEC - SW We regret inform shortlisted candidates notified."
63,2942,Software Engineer (Frontend Developer) - up to 5.5k,"React
Redux
D3
Websocket
SCSS
MVP/MVC","Job Descriptions:
Actively engage in the creation of new disruptive and transformational products and services through an understanding of the end user and rapid prototyping in an iterative agile delivery environment.
Understand the essence of a concept and work independently and continuously improve on the underlying idea, which leads to the implementation of a viable and creative product.
Apply user experience and design concepts that fuse with software elements to create truly immersive and user centric front end software.
Develop and leverage various front­end web framework and components to visualize data, solve problems and uncover new opportunities, resulting in usable prototypes.
Develop web and mobile applications ensuring best possible quality, performance and responsiveness of applications, including the identification and resolution of performance bottlenecks and issues.
Monitor quality and performance of applications on production and continuously improve user experience.
Senior members will lead squads (scrum teams) dedicated in the implementation of Proof-of-Concepts (POCs), Prototypes and Pilots with strategic customers
Promote customer advocacy by engaging with strategic customers, country affiliates and business partners on the formulation of POCs, Prototypes and Pilots in associated documentation
Support the Technology Development Managers / Directors to prioritize concept requests at each stage of the OIC process (e.g. ideation, concept validation, agile prototyping)
Hands-on Involvement in the roadmap planning, design, architecting and coding of the POCs, Prototypes and Pilots
Engage in the whole DevOps lifecycle from the development, testing, deployment, maintenance and operations of products and services
Participate in the building and enhancement of a robust pipeline to support the automation of various development associated tasks to achieve continuous integration and delivery
Proactively devise innovative solutions by constantly broadening and deepening the skillsets, and attaining awareness of trends and development in the technical domain to address latest challenges faced by various industries
Identify best practices from industry and implement new and evolve methodology as appropriate
Achieve higher rate, quality and lower cost of prototyping, experimentation, and concept pilots by leveraging Design Thinking, Agile methodologies, best practices and reuse
Create Intellectual Property (IP) in the form of patents, publication of papers in the relevant areas that is tightly aligned to the strategic direction of the GSD
Thought leadership in the application of the latest technology to address challenges in Public Safety and to pioneer innovations that promotes the eminence of the GSD
Job Requirements:
Minimum Bachelor Degree in relevant discipline.
Minimum 3-4 years of relevant work experience in software development and experience in creating, developing and deploying front end web applications.
Possess passion for User Experience (UX) and demonstrates strong flair in the aesthetics arena to push the envelope for User Interfaces (UI) that attains both factor and form for a seamless and intuitive user interaction.
Relevant work experience in using front¬end framework such as React, Redux, D3,
Websocket, SCSS (or other similar Frameworks and Functional Programming JavaScript etc. Knowledge of UI frameworks, MVP/MVC application design and complex, reactive and responsive based UI mobile optimized websites, mobile web browsers and third party libraries for Web application.
Experience in using automated build tools like Gulp, Webpack, Babel, NPM, etc.
Understand how to debug in HTTP, XHR, JSON, CORS, SSL, etc.
Technical knowledge in mobile application development (Android and/or iOS) is a plus.
Familiar with RESTful APIs to connect Android and/or iOS applications to back-end cloud services.
Knowledge of other languages is a plus: Java, Python, .NET, etc.
Back-end software engineering knowledge, QA tools (e.g. Selenium, Mocha, Sinon, Chai) and methodology (Agile, BDD, TDD) is a plus.
Good knowledge of UI design principles and best practices
Proficient with code versioning tools like Git
Singapore Citizen Only
EAP No. R1548171
EA Licence No. 95C5411",IT/ Computers - Software,IT,Software Engineer/ Programmer,,"Job Descriptions: Actively engage creation new disruptive transformational products services understanding end user rapid prototyping iterative agile delivery environment. Understand essence concept work independently continuously improve underlying idea, leads implementation viable creative product. Apply user experience design concepts fuse software elements create truly immersive user centric front end software. Develop leverage various front­end web framework components visualize data, solve problems uncover new opportunities, resulting usable prototypes. Develop web mobile applications ensuring best possible quality, performance responsiveness applications, including identification resolution performance bottlenecks issues. Monitor quality performance applications production continuously improve user experience. Senior members lead squads (scrum teams) dedicated implementation Proof-of-Concepts (POCs), Prototypes Pilots strategic customers Promote customer advocacy engaging strategic customers, country affiliates business partners formulation POCs, Prototypes Pilots associated documentation Support Technology Development Managers / Directors prioritize concept requests stage OIC process (e.g. ideation, concept validation, agile prototyping) Hands-on Involvement roadmap planning, design, architecting coding POCs, Prototypes Pilots Engage whole DevOps lifecycle development, testing, deployment, maintenance operations products services Participate building enhancement robust pipeline support automation various development associated tasks achieve continuous integration delivery Proactively devise innovative solutions constantly broadening deepening skillsets, attaining awareness trends development technical domain address latest challenges faced various industries Identify best practices industry implement new evolve methodology appropriate Achieve higher rate, quality lower cost prototyping, experimentation, concept pilots leveraging Design Thinking, Agile methodologies, best practices reuse Create Intellectual Property (IP) form patents, publication papers relevant areas tightly aligned strategic direction GSD Thought leadership application latest technology address challenges Public Safety pioneer innovations promotes eminence GSD Job Requirements: Minimum Bachelor Degree relevant discipline. Minimum 3-4 years relevant work experience software development experience creating, developing deploying front end web applications. Possess passion User Experience (UX) demonstrates strong flair aesthetics arena push envelope User Interfaces (UI) attains factor form seamless intuitive user interaction. Relevant work experience using front¬end framework React, Redux, D3, Websocket, SCSS (or similar Frameworks Functional Programming JavaScript etc. Knowledge UI frameworks, MVP/MVC application design complex, reactive responsive based UI mobile optimized websites, mobile web browsers third party libraries Web application. Experience using automated build tools like Gulp, Webpack, Babel, NPM, etc. Understand debug HTTP, XHR, JSON, CORS, SSL, etc. Technical knowledge mobile application development (Android and/or iOS) plus. Familiar RESTful APIs connect Android and/or iOS applications back-end cloud services. Knowledge languages plus: Java, Python, .NET, etc. Back-end software engineering knowledge, QA tools (e.g. Selenium, Mocha, Sinon, Chai) methodology (Agile, BDD, TDD) plus. Good knowledge UI design principles best practices Proficient code versioning tools like Git Singapore Citizen Only EAP No. R1548171 EA Licence No. 95C5411"
64,2997,Software Engineer -Excellent opportunity for Freshers to join with Aspire Systems,"Java
JAVA Developer","Experience: 0 – 4 Years
We are looking for a passionate Software Engineer to design, develop software solutions.
Qualifications and Skills:
Eligibility: Graduates/Post Graduate in Computer Science/Computer Engineering/Info",(Candidates authorized to work in the above mention countries are also eligible to apply),IT/ Computers - Software,IT,Software Engineer/ Programmer,"Experience: 0 – 4 Years We looking passionate Software Engineer design, develop software solutions. Qualifications Skills: Eligibility: Graduates/Post Graduate Computer Science/Computer Engineering/Info"
65,3152,SENIOR SOFTWARE ENGINEER - SINGAPOREANS ONLY,"Java
J2EE
Spring Framework
Hibernate
JVM
WebLogic
Oracle DB
Solaris
and Windows","Job Description:
Develop, maintain, and enhance software application systems with complex functional requirements and high performance and availability requirements
Perform system analysis and design and define technical solutions for software change requests and enhancements
Perform software integration test and support system integration test and performance test
Perform troubleshooting and production support
Maintain and update software documentation
Job Requirements:
Degree in Computer Science / Information Technology / Software Engineering
6+ years of experience in software development
Extensive knowledge in Java, J2EE, Spring Framework, Hibernate, JVM, WebLogic, Oracle DB, Solaris, and Windows
Proficient in OOAD and UML
Familiar in software unit test and various software development tools
Experience of full SDLC
Note: Interested candidates, please send updated CV/resume to rao@apba-network.com.
| EA Licence No.: 14C7275 |EA Registration No.: R1443220",(Candidates authorized to work in the above mention countries are also eligible to apply),Government / Public Sector/ Defence,IT,,"Job Description: Develop, maintain, enhance software application systems complex functional requirements high performance availability requirements Perform system analysis design define technical solutions software change requests enhancements Perform software integration test support system integration test performance test Perform troubleshooting production support Maintain update software documentation Job Requirements: Degree Computer Science / Information Technology / Software Engineering 6+ years experience software development Extensive knowledge Java, J2EE, Spring Framework, Hibernate, JVM, WebLogic, Oracle DB, Solaris, Windows Proficient OOAD UML Familiar software unit test various software development tools Experience full SDLC Note: Interested candidates, please send updated CV/resume rao@apba-network.com. | EA Licence No.: 14C7275 |EA Registration No.: R1443220"
