,job_title,skill,job_desc,Industry,Function,Role,Education
2069,"VP, Lead DevOps Engineer, Group Consumer Banking and Big Data Analytics Technology, Technology an...","VP
Lead DevOps Engineer
Group Consumer Banking and Big Data Analytics Technology
Technology an...","Business Function
Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
Key Accountabilities
Manage the development of the internal engineering productivity tools and environments.
Providing DevOps architecture implementation and operational support
Architecture and planning for cloud deployments (Private and Public cloud);
Be an innovative and hands-on DevOps engineer capable of looking at both the technology and strategy around the platform.
Future-proofing the technical environments and ensuring extreme high levels of automation, availability, scalability and resilience.
Responsibilities
Manage the development of the internal engineering productivity tools and environments.
Manage processes, automation, best practices, documentation.
Development and operation of continuous integration and deployment pipelines.
Monitoring automation to effectively detect/predict/prevent issues in the environment and code base.
Ability to conduct research into software issues and products as required
Working with the latest tools and techniques
Hands-on coding and mentoring, usually in a pair programming environment
Working in highly collaborative teams and building quality environments.
Ability to effectively prioritize and execute tasks in a high-pressure, fast paced, global environment
Knowledge in lots of different open source technologies and configurations.
Requirements
More than 3 years of experience as a Developer
Excellent problem solving skills
Excellent communication skills in order to facilitate workshops
Strong knowledge and experience in Devops automation, containerisation and orchestration using tools such as Mesos Chef, Ansible, Docker, Jenkins, SonarQube Kubernetes etc.
Experience with highly scalable distributed systems
Hands on in depth experience in some of the following technologies:
Jenkins/Maven/Git/SonarQube/Fortify/Confluence/Jira/Artifactory
Cloud Foundry, OpenShift or other PaaS technologies.
Public clouds such as AWS, Google Cloud or Azure.
Dockers, Garden, Kubernetes, Mesos.
Strong understanding of virtualization and networking.
Strong understanding of Linux.
Familiarity with relational databases, preferably MySQL, NoSQL, MariaDB, PostgreSQL.
Experience working with, or an interest in Agile Methodologies, such as Extreme Programming (XP) and Scrum
Knowledge of software best practices, like Test-Driven Development (TDD).
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",IT/ Computers - Software,IT,Database Architect,
2077,Hiring Technical Project Manager (Risk and Compliance) for one of our Banking domain client.,"Project Manager
technical project manager
risk and compliance
it risk","This role is to manage Risk & Compliance IT projects. This role is essentially a leadership role facing Business and to manage Change Requests across various teams (Development Team, Operations, IT Risk, Compliance, IT Security). Manage Scope / Schedule / Cost and perform timely reporting (progress status and financials) and escalations to Management is essential to flag critical dependencies, risks and issues for an executive decision that will align the delivery plan back on track.",Banking/ Financial Services,IT,Project Management,
2102,Bank Officer - Remittance Investigation,-,"Responsibilities:
Reconcile incoming telex & outgoing investigation cases from remittance team
Inform customer on the investigation issue  via secure message
Warehousing & filing of instructions
Assist in uploading of documents into system & perform closure of account
Ad-hoc administrative duties assigned
Requirements:
Higher Nitec/Diploma holders
Minimum 1of relevant experience
Meticulous and detail-oriented
Proficient in Microsoft Office skills
Able to work under pressure and tight deadlines
Interested candidates may send their resumes or apply throught the application system. Shortlisted candidates will be notified.
Kelly Services (Singapore) Pte Ltd I EA License No. 01C4394 I RCB No. 200007268E I Leow Wei Qi EA Reg. No. R1658345
By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates , in accordance with our Privacy Policy. Please access our website at www.kellyservices.com.sg for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email at to let us know. All resumes and personal particulars sent to the aforementioned email address will Not be attended to as the address is not for job application purposes.
EA License No. 01C4394
CEI Registration No. R1658345",Banking/ Financial Services,"Banking, Insurance & Financial Services",Fresh Graduate,"Diploma
Non Degree Tertiary"
2120,Looking for Developers/Test Analysts for one of our Banking client,"Test Analyst
test engineer
sit
uat
production
banking domain
bank
unix
sql
Scripting","Experience with develop test scenarios & cases for Functional testing and System Integration Testing.
Perform UAT & Production deployment with applicable pre and post verifications.
Involve in performance testing and work with relevant teams in tuning the application.
Perform UNIX shell script and SQL development, when required.",Banking/ Financial Services,IT,Testing,
2128,"Analyst, Accounts Closure & Maintenance, Institutional Banking Group Operations, Technology and O...","Analyst
Accounts Closure & Maintenance
Institutional Banking Group Operations
Technology and O...","Business Function
Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
Responsibilities
Review account closure documents received from various sources such as customers, branches, Business Units according to standard guidelines within stipulated Service Level Agreement (SLA) before processing any balance refunds
Process rejection letter for incomplete documentations or unclear closure instructions and verify customer’s signatures via bank records to ensure legitimate of letter closure instructions
Conduct customer call-back confirmations for accounts with high balance refunds and/or from high-risk countries and escalate case if required
Understand Company’s closure letter and identify/ensure the details of the mode of preferred payment on balance refund, such as Cashier’s Order, Telegraphic Transfers etc are indicated clearly
Support Business Units for miscellaneous instructions (such as waiver/updating credit interest fee, cheque fee, fall below fee, overdraft interest, request chequebook, statement of account etc) by ensuring the relevant Delegation of Authority (DOA), General Ledger (GL) and PC Code are given
Process Company name change requests and requisite new cheque books once updated
Support account managers with their queries by demonstrating extensive product and operational knowledge
Challenges status quo and generates new ideas for continuous process improvement
Review and update department’s SOP on a regular basis
Perform User Acceptance Testing (UAT) on system enhancements when required
Understand and ensure bank policies such as Anti-Money Laundering/Cash-Flow Transactional, Audit and Compliance policies are adhered in a timely manner; any exceptions to escalate to Team Leader/Supervisor immediately
Support Team Leader/Supervisor in any ad-hoc projects and tasks given
Requirements
Degree holder, majoring in any field.
1 – 3 years of relevant experience in corporate account opening, preferably in banking industry.
Meticulous and detailed.
Strong adaptability in fast paced environment.
Able to work in a fast paced environment, handle pressure and multi task.
Team player who is able to work independently.
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,
2140,"Wealth Planning Manager (Insurance Specialist) (Branch/Non-Branch), Consumer Banking Group","Wealth Planning Manager (Insurance Specialist) (Branch/Non-Branch)
Consumer Banking Group","Help our customers achieve their ambitions
DBS Consumer Banking Group plays a vital role in understanding and meeting customer
needs by offering the right products and services, from investments to insurance, to the right
customer segments. We help our customers realise their dreams at every life stage by helping
them grow and maintain the integrity of their portfolios.
As a
Wealth Planning Manager (Insurance Specialist)
with Asia’s best bank, you will help to shape our customers’ aspirations, by fulfilling their insurance needs with diverse and innovative financial solutions. You will be posted to either a Branch or Non-Branch team, where you need to build strong relationships with customers and customise their financial plans based on their needs.
Fast paced and challenging, your workday might look like this:
•    Provide one-stop financial advisory solutions at the bank branches through insurance services and products, such as retirement planning, savings and financial protection
•    Conduct regular financial planning interviews with existing and potential customers to assess their banking needs
•    Be actively involved in bank-wide campaigns and branch initiatives
•    If based in a Non-Branch environment, you will be assigned to a centralized office where focus will be on tele-prospecting
We want fast learners like you who:
•    Have a degree in any discipline
•    Are comfortable with flexible working schedule that includes weekends
•    Have a strong passion for banking and wealth management
What we offer
You can expect a competitive salary, a wide-ranging incentive, rewards and benefits package and rigorous training programmes will also be offered. Find out more
here
.
Ready to apply? Take the next step.
Click on the link below to apply and receive an email notification from our AI Chatbot, JIM within 2 hours
Interact and complete the mandatory assessments on JIM
You will be invited for a face-to-face interview with our Branch Manager and HR if you are shortlisted",Banking/ Financial Services,"Banking, Insurance & Financial Services",Relationship manager,
2149,"AVP / Senior Associate, AI Deployment Engineer, IBG Digital, Institutional Banking Group","AVP / Senior Associate
AI Deployment Engineer
IBG Digital
Institutional Banking Group","Business Function
The Institutional Banking Group’s (IBG) Digital team strategizes and drives the Digital roadmap to lead the digital transformation of the IBG business globally. Govern and enable the engagement with various business partners and groups, client coverage, core product, country and regional sales, technology, operations and control partners. Ensuring the operating model in collaboration with all stakeholders is strictly followed to our digital framework to build the Eco-Systems, Acquire via the appropriate digital channels, Transact and Engage with the client in the most meaningful way.
The Digital Development Team is a subset of the broader Digital team and we own the development of digital product strategy and capabilities across the business and customers. Incubate and conceptualize digital tools and solutions to meet market, customer and operational needs end to end. A close collaborating team to existing core product teams and business partners in solution development.
Job Purpose
The AI (Artificial Intelligence) Deployment Engineer will provide software engineering support to the Institutional Banking Group (IBG) Business Analytics Team in various data science projects. This role’s primary job responsibility is facilitating the wrapping of data science work into a viable product. The right candidate will be one excited by opportunities to apply software engineering in the fast-growing area of AI, help build AI development and production infrastructure, as well as to set technical standards.
Responsibilities
Build, manage and automate pipelines for AI model development
Adopt maintainable, readable, modular solutions using modern software engineering best practices
Transform Data Science work into pilot and minimum viable products
Perform code optimization, code reviews to improve the quality of Data Scientist’s work
Create APIs for integrate data source into applications
Create APIs for downstream usage of AI models
Create visualisations to display views of AI models
Keep track of model development iterations with a versioning control system
Automate software testing: unit test, branch test, integration test and security test
Monitor AI model releases, branches for different issues and user stories
Requirements
Master’s Degree in software Engineering, Computer Science or related fields with minimum 5 years software engineering work experience on enterprise products
Experience with multi-tier software application development with best software engineering practices
Familiar with tools such as Anaconda, Jupyter, Eclipse, R Studio, Jira, Git, SVN, Jenkins, etc
Demonstrated proficiency in Python (Pandas, SciPy, NumPy, PySpark, etc), Scala, R, Java, Java Script, SQL, Shell Script
Experience with big data stack (Hadoop, Spark, Kafka, etc), and structured (SQL) and unstructured databases (Graph Database, NoSQL)
Experience with virtual computing (virtual machine and Docker) for creation of easily transportable and self-contained environments
Experience with converting AI models and integrating them into production
Experience with code reviews, building interfaces, and deployment systems
Demonstrated strong interests in learning about AI through own initiatives
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,IT,Software Engineer/ Programmer,
2152,"AVP / Senior Associate, Data Engineer, IBG Digital, Institutional Banking Group","AVP / Senior Associate
Data Engineer
IBG Digital
Institutional Banking Group","Business Function
The Institutional Banking Group’s (IBG) Digital team strategizes and drives the Digital roadmap to lead the digital transformation of the IBG business globally. Govern and enable the engagement with various business partners and groups, client coverage, core product, country and regional sales, technology, operations and control partners. Ensuring the operating model in collaboration with all stakeholders is strictly followed to our digital framework to build the Eco-Systems, Acquire via the appropriate digital channels, Transact and Engage with the client in the most meaningful way.
The Digital Development Team is a subset of the broader Digital team and we own the development of digital product strategy and capabilities across the business and customers. Incubate and conceptualize digital tools and solutions to meet market, customer and operational needs end to end. A close collaborating team to existing core product teams and business partners in solution development.
Job Purpose
The Data Engineer will provide big data engineering support to the Institutional Banking Group (IBG) Business Analytics Team in various data science projects. This role’s primary job responsibility is defining the framework and process for preparing data for analytical uses. The right candidate will be one excited by the prospect of designing data engineering solutions from ground up and will support data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.
Responsibilities
Create and maintain optimal data pipeline architecture;
Assemble large, complex data sets that meet functional / non-functional business requirements;
Identify, design, and implement internal process improvements: automating manual processes,
Perform ETL/ELT, Data Modelling, Data Profiling, Data Cleansing, Feature Engineering tasks as part of Data Analytics Life Cycle (DALC);
Work with stakeholders (data analysts, data scientists, technology support team) to assist with data-related technical issues and support data infrastructure needs;
Build processes supporting data transformation, data structures, dependency and workload management
Requirements
Master’s Degree in software Engineering, Computer Science or related fields with minimum 3 years data engineering work experience in big data analytics environment
Strong in data engineering skills with big data stack (Hadoop, Spark, Kafka, etc)
Strong in transactional SQL, Enterprise Data Warehouse
Experience with Graph Database, NoSQL databases
Experience with Feature Engineering
Experience with Master Data Management
Experience with scripting languages: UNIX/Linux Shell, SQL, Python (Pandas, PySpark etc), Scala, R, etc
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,IT,Database Architect,
2179,"VP, IT Audit, Corporate Investment Banking","IT Audit
Technology Audit
Internal Audit
Banking","This role sits within the APAC team and is responsible for providing IT Audit coverage to a broad and diverse set of business.
Key responsibilities include:
Plan and execute IT audit from identifying and analyzing risks, planning, conducting audit interviews, documenting, preparing reports to making recommendations
Lead team activities on regional audits
Manage the overall quality, consistency, risk management and adherence to professional standards for audits
Stay abreast of developments within the organization
Evaluate the impact of all control deficiencies in an audit
Key requirements include:
Bachelor's Degree with relevant certifications such as CISA, CISSP etc
Minimum 7 years' relevant work experience in IT Audit within the banking industry
Strong domain knowledge in infrastructure, information security, database administration
Excellent analytical and communication skills
Singapore Employment Agency Licence No: 16S8069
Personal data collected will be used for recruitment purposes only.",Banking/ Financial Services,Finance & Accounts,Internal Auditor,"Bachelors
Degree"
2217,"Associate / Analyst, Corporate Action Processor, Institutional Banking Group Operations, Technolo...","Associate / Analyst
Corporate Action Processor
Institutional Banking Group Operations
Technolo...","Business Function
Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
Job Purpose
It exists to ensure that clients’ entitlements to corporate action events are protected.
It is expected to meet or exceed clients SLA requirements and achieve high standard of quality and commitment by specifying the roles and responsibility of each staff.
Key Accountabilities
Timeliness – to ensure that all Corporate Announcements & processing are done within 24 hours of receipt of announcements or proceeds
Accuracy – to ensure at least 95% accuracy
Responsive – to ensure that all clients queries are responded to within 24 hours of receipt of query or if not to provide interim reply and to follow with a response within 3 days
Risk- to ensure that there are no critical audit findings / issues and to escalate any immediate and time critical issues to higher authorities.
People – to participate in staff surveys, attend training when nominated and be crossed trained in other areas of work within the section or across sections in order to become a well trained leave cover.
Responsibilities
Check and ensure that all corporate action events are processed correctly and promptly.
Ensure prompt notification to clients on voluntary corporate action events such as rights, dividend with options, expiry of warrants, redemption, etc.
Check that clients’ instructions are executed accordingly.
Ensure that clients’ entitlements are protected.
Handle clients’ enquiries and provide timely responses.
Maintain high standard of service quality.
Requirements
Degree in any discipline.
Minimum 2-3yrs of relevant experience in Corp Action.
Proficient in MS Office application.
Excellent interpersonal & communication skills.
Team player who can work independently with minimal supervision.
Able to thrive in fast paced environment.
Detailed and meticulous.
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,
2240,Hiring Environment & Release Manager for one of our Banking domain client.,"Environment Management
environment manager
Release Manager
release management","Proficient using Python, Unix, and Javascripting.
Experience with Devops environment.
Experience with Environment Management, Environment configuration, and Release Management role.
Banking domain experience preferred.",Banking/ Financial Services,IT,Configuration Mgr/ Release Manager,
2356,"Contract Manager [Raffles/ 8,500 /Banking/Trust]",LLB,"Responsibilities:
Handling of legal documentation from drafting, screening and
signing-off of all
transaction documents
Handling of structures and facilitating mandate closure
Handling of execution for all transactions
Main contact between client teams and execution office.
Monitoring of the transactions according to the monitoring plan
Regulatory filings
Reviewing and implementing of
SOP(s)
Management of client accounts
Requirements:
Min LLB/Degree in Law
Min 5 - 9 years of relevant experience in Banking/ Trust/ Law Industries
Interested candidates who wish to apply for the
advertised position, please email us an updated
copy of your resume (Attn: YWG) or contact our
office at +65 6709 3474 for a confidential
discussion.
We regret that only shortlisted candidates will be
notified.
Job Code: YWG
Email Address: yvonne.wong@capitasingapore.com
EA License No.: 08C2893","•
Banking/ Financial Services
•
Law Enforcement/Security Services",Legal,Legal Advisor,"Bachelors
Degree
Masters
Post Graduate
PhD
Doctorate"
2384,Looking for Production Support Engineers (Java background) for our Banking domain client,"production support
prod support
java support
production
unix
shell
sql","•	4+ years of overall experience which must include at least 1-2 years of development experience.
•	Must have technical skillset of Unix, Oracle, and Java and ability to troubleshoot issues.
•	Should have operational knowledge of MQ, Connect Direct interfaces.
•	Willing to work in a very challenging production support environment that require availability in office anytime(which may include public holidays, adhoc off-office hours) as required.
•	Should able to articulate the problem well and communicate with colleagues without any issues
•	ITIL would be added advantage and scripting must.",(Candidates authorized to work in the above mention countries are also eligible to apply),Banking/ Financial Services,IT,
2423,Hiring Production Support Engineers for one of our leading Banking domain client,"production support
prod support
java support
sql
unix
shell
scripting
weblogic","Key Skills:
• Preferably having 4+ years of overall experience and 1-2 years of development experience.
• Technical profound with skillset of Unix, Oracle, and Java and ability to troubleshoot issues.
•	Should have operational knowledge of MQ, Connect Direct interfaces.
ITIL would be added advantage and scripting must.",Banking/ Financial Services,IT,Technical Support Engineer,
2611,"SVP / VP, Business Development and Performance Management (International Team), Private Banking","SVP / VP
Business Development and Performance Management (International Team)
Private Banking","Business Function
DBS’ Private Banking offers a one-stop, full-service touch-point for total banking requirements and provides the highest level of personalised banking. We have a team of dedicated, experienced investment advisors who identify opportunities in the various asset classes and employ the best strategies and product vehicles to cater to each client’s needs. Coupled with partnerships within the DBS network and with global institutions, we strive to build long-term relationships with our Private Banking clients in Asia by providing them with high quality, timely and extensive wealth management, investment and financial solutions.
Responsibilities
Prepare business review and presentations to senior management
Responsible for budget setting, in close partnership with Group Performance and Finance. Provide support for budget setting
Provide financial, sales performance and business analysis related to key performance metrics for the team and Regional/Market Head
Work with Customer Experience/Value proposition team for Customer events and bank initiatives
Business lead for relevant bank-wide projects, coordinating with the relevant support and business units
Work with Regional/Market Head to develop strategy and build business case for new initiatives; and pipeline management
Ensure smooth transition and operations through the reallocation of accounts (where necessary) and timely follow-up with Relationship Managers on outstanding issues (such as overdue reviews, call reports etc)
Requirements
Bachelor’s degree and above, preferably in business, finance, economics or related fields
Excellent numeracy, analytical and language skills
Experience in business strategy preferred
Good understanding on governance and risk/control related matters
Good knowledge of financial markets and products preferred
Resourceful with ability to multi-task
Good interpersonal and communication skills
Proficiency in MS PowerPoint & Excel
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,
2624,"AVP/Snr Associate, Risk & Control Analyst, Group Consumer Banking and Big Data Analytics Technolo...","AVP/Snr Associate
Risk & Control Analyst
Group Consumer Banking and Big Data Analytics Technolo...","Business Function
Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
Purpose
To support the department’s Head of Risk and Control in all risk and control matters.
Accountabilities
Department internal control effectiveness is maintained
Eliminate High risk audit issues
Streamline and improve work processes
Responsibilities
Collaborate with various T&O technology teams in the maintenance of effective internal controls
Liaise with the Group Audit, Group Legal and Compliance and T&O ORM teams on a regular basis
Raise issues/concerns, and provide constructive advice to the management so that significant IT risk and control issues are escalated and resolved properly
Track process improvements and issues corrective actions to ensure timely closure
Participate and coordinate in internal/external audit activities
Manage the department’s security related process improvements and quality programs by participating in research / advisory services, including capturing of organizational metrics and analysis
Perform data analysis or procedure reviews to ensure compliance to the bank security standards
Provide technical expertise/consultation for process improvement and quality assurance to project managers and other IT teams
Work with internal stakeholders and vendor to review and streamline the work processes of the bank
Requirements
Minimum a degree in Computer Science, Engineering, Information Technology or related discipline from a recognized institution
At least 6 years of working experience in the IT industry
Familiar with IT controls over different operating system and database platforms will be preferred
Familiar with Applications Delivery Life Cycle, Project Management best practices and IT Controls including application user access and access matrices
Proactive team player with ability to work independently with minimal supervision
Able to manage stress and multi-task in a fast-paced environment
Good understanding of security issues, operational risks and process improvement in the areas of technology and business
Have a strong control and process management mindset, constantly paying attention to details
Knowledge of the MAS TRM and other banking regulation preferred
Flexibility and ability to multi-task and take on different types of roles and activities at the same time
Willing to learn and take new challenges with an open-mind
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,IT,Business Analyst,
2667,"AVP/Senior Associate, Application Delivery Specialist, Institutional Banking Group Technology, Te...","AVP/Senior Associate
Application Delivery Specialist
Institutional Banking Group Technology
Te...","Business Function
Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
Responsibilities
To work as a delivery specialist in Trade ecosystem projects such as National Trade Platform (NTP) and Global Trade Connectivity Network (GTCN) etc.
To perform requirement analysis and propose designs and alternatives accordingly to meet bank’s application design architecture - to ensure system modularization, reusability and optimization. Able to identify design flaws and drive resolution.
Expected to communicate and bridge between business users, various tech teams, application vendors and development teams.
Lead the developers in translating business requirements/user stories into Deliverables (FSD, Sprints) and drive application development from conceptual to testing to deployment.
Lead in the development of Test Plan (Test Scenarios/Test Cases/Test data) and to perform technical/ functional testing to ensure requirements are well met.
Manage the SIT and UAT of developed programmes with users. Manage and mitigate test issues and risk.
Lead in performing analysis and troubleshooting of defects during testing.
Manage the software releases including change review and implementation.
To lead and manage projects using Agile methodology.
Requirements
Degree in Computing / Computer Science / Engineering preferred.
Certified Agile Scrum Master is preferred.
Minimum 5-8 years of experience in Financial Services industry
Relevant knowledge and experience with the trade financing and trade applications is preferred.
Must be analytical, solution oriented, and able to propose and follow through both transformational and incremental change
Excellent interpersonal skills are required to work within the department, across departments, with business partners and with vendors.
Strong communication skills, able to communicate effectively at all levels, and both internally and externally. Concise and precise thinking essential
Have Technical hands on experience and work on the development languages and platforms including Linux, JBoss, Java, SQL, Rest API etc.
Good knowledge and programming/supporting experience in Trade Finance Domain would be advantageous
Experience in writing user stories and design specification documents.
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,IT,Other Information Technology,
2675,"Senior Associate / Associate, Assistant Relationship Manager (North Asia), Private Banking, Consu...","Senior Associate / Associate
Assistant Relationship Manager (North Asia)
Private Banking
Consu...","Business Function
DBS’ Private Banking offers a one-stop, full-service touch-point for total banking requirements and provides the highest level of personalised banking. We have a team of dedicated, experienced investment advisors who identify opportunities in the various asset classes and employ the best strategies and product vehicles to cater to each client’s needs. Coupled with partnerships within the DBS network and with global institutions, we strive to build long-term relationships with our Private Banking clients in Asia by providing them with high quality, timely and extensive wealth management, investment and financial solutions.
Responsibilities
Support Relationship Managers (RMs) in the North Asia Team to provide excellent service to high net-worth clients so as to achieve client retention
Partner Client, Business Support and service providers to ensure timely transaction processing and service delivery of clients’ requirements
Understand client requirements and assist RMs in daily maintenance of account relationships
Cover RMs for simple sales when required
As client key interface over initiation of clients’ instructions, monitor funds for payment, prepare clients’ fax instructions, forms and loan disbursement instruction
Initiate account openings / closures / update instruction checklists and interface with client to ensure completion of documentation requirements
Track and follow up on outstanding documentation and client outstanding fee payments
Work with Business Development Managers (BDMs) to ensure that the marketing team complies with the bank’s regulatory requirements as well as the expense reimbursement requirements
Provide support to BDMs and assist them in tracking cost
Requirements
Bachelors Degree with at least 3 years’ experience in a banking service role
Business Mandarin speaking skills are required as candidate will be working closely with Chinese clients
Possess knowledge of banking products and services such as foreign exchange, bonds, equities, derivatives, fund management products and financial structures
Possess knowledge of bank and regulatory requirements
Meticulous and a good team player
Excellent communication and interpersonal skills
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,
2678,Functional Subject Matter Expert (SME) - FLEXCUBE Core Banking Solution,"Core Banking Solutions
Flexcube
Core Banking
Banking Products
Finware
Finnone
Temenos
Bancs
Finacle","As FLEXCUBE Universal Banking Functional lead / Product SME is responsible for leading all functional discussions, Solutionize the requirements, recommend industry best practices and explain the value proposition of our product range in the domain of Core Banking specializing in transaction banking areas (Treasury, Payments and Loans, General ledger and Deposits)
Interacts with Heads of Departments & COO office in the Bank to understand the business strategy & the targeted business operating model
Clearly articulate the banking solution features & its benefits to Business Heads and C-level decision makers
Ability to propose practical solutions in high paced departments like Treasury
Perform SME role during UAT & in Change Control Board
Configure FLEXCUBE as per the requirements of the Banks and propose business processes in the target system
Ability to capture customer requirements and prepare requirement specification documents
Requirements:
Extensive experience in FLEXCUBE Core Banking implementation (version 12.x or higher) for a technology company or alternatively for a Bank
Acting as a Functional subject matter expert when advising clients especially around Treasury, Loans, Payments and Deposits
Understanding of the underlying banking processes and best practices.
Excellent Communication skills - both written and verbal.
Team player as well as excellent people management skills
Ability to operate in undefined environment
The candidate is expected to spend a significant portion of their time meeting with clients
Minimum: 10 Years Industry experience (predominantly in Consulting) Banking Domain experience and/or relevant certification
At least 5 years experience in implementing / supporting / testing FLEXCUBE core banking solution",(Candidates authorized to work in the above mention countries are also eligible to apply),"•
Banking/ Financial Services
•
IT/ Computers - Software",IT,Other Information Technology
2679,Technical Subject Matter Expert - FLEXCUBE Core Banking Solution experience,Core Banking,"As FLEXCUBE Universal Banking Technical Lead / Product SME is responsible for leading all Technical discussions, prepare Solution blueprint & architecture
Leads discussions with IT team & 3rd party solution providers
Clearly articulate the banking solution features & its benefits to key stakeholders
Technical Solution lead during SIT & UAT phase
Configure FLEXCUBE as per the requirements of the Banks and propose business processes in the target system
Reviews Change Requests (CR) and proposed solutions
Responsible for overall application solution design and delivery
Requirements:
Extensive experience in FLEXCUBE Core Banking implementation (version 12.x or higher) for a technology company or alternatively for a Bank
Acting as a Technical subject matter expert
Familiarity of Treasury, Loans and payments business functions
Understanding of the underlying banking processes and best practices.
Excellent Communication skills - both written and verbal.
Team player as well as excellent people management skills
Ability to operate in undefined environment
The candidate is expected to spend a significant portion of their time meeting with clients face to face
Graduate , MBA, BA in related fields.
Minimum - 12 Years Industry experience (predominantly in Consulting) Banking Domain experience and/or relevant certification
At least 5 years’ experience in implementing / supporting / testing FLEXCUBE core banking solution","•
Banking/ Financial Services
•
IT/ Computers - Hardware
•
IT/ Computers - Software","•
IT
•
Banking, Insurance & Financial Services","•
Other BFSI
•
Other Information Technology","Bachelors
Degree
Masters
Post Graduate"
2693,Technical Consultants - Banking Domain experience,"Banking Domain
Banking
Financial services
payments
Loans Management
Treasury","As FLEXCUBE Universal Banking Technical Consultant is responsible for perform key activities in the project including development
Assist in FLEXCUBE configuration as per the requirements of the Bank
Key member of project streams (Data Migration, SIT, UAT & Reporting)
Prepare technical specifications document
Develops migration utilities, reports and integration requirements
Compile issues and provides resolution to technical issues reported
Prepare feasibility analysis
Requirements:
Good hands on knowledge of Oracle PL/SQL and Java development
Must have Banking process knowledge & experience
Good Communication skills - both written and verbal.
Team player as well as excellent people management skills
The candidate is expected to spend a significant portion of their time meeting with clients
A Graduate, BA in related fields.
Minimum 5 Years Industry experience (predominantly in Consulting) – either be working for a Bank / SI – Accenture / Wipro) Banking Domain experience (Loans / Payments / Current and Savings accounts / Treasury) and/or relevant certification",IT/ Computers - Software,IT,Other Information Technology,"Bachelors
Degree
Masters
Post Graduate"
