id,Job Title,Tokenized_Description,source
35,Accountant,construction industry days work week basic up to s.k our client construction industry has an opportunity for a dynamic individual to join the team as a project accountant.,acc
35,Accountant,job responsibilities monitor project performance determine improvement areas by developing key performance indicators for critical metrics clearly communicate projects results and status to stakeholders on a regular basis active involvement in project budgeting and forecasting processes administer and review all plans against actual results with a view to identify explain and correct variances as appropriate maintain project schedule and cost forecast throughout project analyse schedule and cost trends and provides actual and forecasted cost schedules to project team provide insights into project wip collections risks opportunities and cashflow present all financial data in a transparent way attends project and management review to present cost status actively reviewing and recommending measures for continuous improvement in project management and reporting processes job requirements degree in accountancy acca or equivalent prior exposure to accounting for construction contracts is essential keen analytical organization and problem-solving skills which allows for strategic data interpretation versus simple reporting strong interpersonal and communication skills experience in effectively communicating key financial data and the ability and desire to translate complex financial concepts to individuals at all levels including finance and non-finance managers advanced microsoft excel skills is essential ability to identify and implement change other information working location west day work week basic up to s.k please send a copy of your latest resume to reeve.lim@capitasingapore.com or drop me a call @ / for a confidential discussion.,acc
35,Accountant,we regret to inform that only shortlisted applicants will be notified.,acc
35,Accountant,capita pte ltd i ea license no.,acc
35,Accountant,c i reeve lim kok kiong registration no.,acc
35,Accountant,r,acc
36,Accountant,purpose of the job play a vital role in the day to day operation of the business from handling financial reporting to analyzing financial data.,acc
36,Accountant,key responsibilities and accountabilities reporting to finance manager you will work closely with offshore outsourced shared service team.,acc
36,Accountant,you will be responsible for overseeing the accounting and actual finance activities of assigned entities to ensure timely and accurate reporting to ensure compliance of financial records with corporate and statutory requirements.,acc
36,Accountant,supervises and manage rtr shared service team in relation to daily accounting functions and month-end activities.,acc
36,Accountant,duties include review of journal entries balance sheet reconciliations and financial statements analysis.,acc
36,Accountant,work closely with finance operations team to ensure timely and accurate financial reporting and month-end closing.,acc
36,Accountant,close collaboration with commercial team on financial close forecasting budgeting and revenue recognition including ensuring the correct interpretation and application of ifrs and dan group policies ensure accurate accounting treatment with ifrs including preparing position papers to support accounting judgements.,acc
36,Accountant,responsible for the timely and accurate preparation and submission of quarterly gst returns and annual corporate income tax return.,acc
36,Accountant,liaise and work closely with external consultants on income tax computations purchase wht and tax returns for filing within statutory deadlines for assigned entities.,acc
36,Accountant,planning and coordinating the annual audit and preparation of the financial statements.,acc
36,Accountant,liaise with auditors and shared service team to plan and drive timely statutory audit.,acc
36,Accountant,to uphold a strong internal controls environment in compliance to group accounting policies.,acc
36,Accountant,support the compliance of government grant transfer pricing etc.,acc
36,Accountant,person specifications degree in accountancy or equivalent ca professional qualification an advantage prior audit experience is a must minimum years of relevant working experience in accounting or finance candidates with media agency industry and from shared services background would be advantageous proficient in ms office applications like word advanced excel skills etc.,acc
36,Accountant,core competencies able to work independently as well as within a team in a fast-paced environment able to work under pressure results oriented and observe deadlines strong time management skill with ability to balance multiple priorities tasks and projects while maintaining appropriate documentation/records good communication and interpersonal skills,acc
37,Accountant,our client a japanese firm in the investment industry is currently looking for an admin accountant to join them.,acc
37,Accountant,responsibilities reconciling the bookkeeping accounting and nav reports these are outsourced to external service providers work independently with external fund administrator/tax advisor as well as regulatory authorities capital call and related money transfer to spc accounts reporting to authorities such as mas and iras tax and audit reporting corporate paper work including arranging annual general meeting office administration as back up job requirements minimum diploma/degree in finance/accounting/related fields ​minimum years of relevant working experience in fund accounting/etc.,acc
37,Accountant,for interested applicant kindly send your resume in ms. word format to christina.ng@persolsg.com we regret that only shortlisted candidates will be notified.,acc
37,Accountant,capita pte ltd ea license no.,acc
37,Accountant,c rcb no.,acc
37,Accountant,m christina ng xin yi ea registration no.,acc
37,Accountant,r,acc
38,Accountant,candidate must possess at least bachelor's degree/post graduate diploma/professional degree in finance/accountancy/banking or equivalent.,acc
38,Accountant,at least years of working experience in the related field is required for this position.,acc
38,Accountant,required skills accounting financial documents cashflow analysis data analyzing balance sheet financial statements invoicing spreadsheet preferably senior executive specialized in finance - general/cost accounting or equivalent.,acc
38,Accountant,responsibilities prepare payments by verifying documentations ensuring correct amount is paid to the correct party in line with the agreed cashflow forecast with the management.,acc
38,Accountant,assist in issuance and proper documentation of invoices to our clients and vendors.,acc
38,Accountant,close follow up with clients and vendors to make sure that the ar/ap schedules are in order.,acc
38,Accountant,document financial transactions by entering account information.,acc
38,Accountant,preparing the monthly profit and loss and balance sheet reports.,acc
38,Accountant,tax reporting and inventory processing.,acc
38,Accountant,collecting and analyzing data which is then used in the preparation of daily reports and monthly estimates.,acc
38,Accountant,preparing weekly cash flow statements and controlling expenditure and cash flow.,acc
38,Accountant,assisting with the preparation of year-end accounts and statutory accounts.,acc
38,Accountant,responding to financial inquiries by gathering and interpreting data.,acc
38,Accountant,examining financial records to check for accuracy.,acc
38,Accountant,managing and training staff when necessary.,acc
38,Accountant,required skills excellent knowledge of accounting corporate finance taxation laws analyzing and reporting skills attention to detail deadline-oriented strict adherence to confidentiality strict time management proficient data entry management general math skills spread sheet word processing.,acc
39,Accountant,job purpose- take charge of the account receivables ar account payables ap and treasury of a key customer.,acc
39,Accountant,ensure that pharma medical device and healthcare customer products meet regulatory standard quality and handled with care main responsibilities- collect overdue balance from customers based on terms agreed and to reduce the dso days sales outstanding provide cash flow forecast on a daily basis to know the cash position and decide if funds cover the payments forecast for each currency or treasury operation need to be done buy/sell with the bank.,acc
39,Accountant,review on a weekly basis the credit exposure to avoid unnecessary risk based on insurance granted and guarantees.,acc
39,Accountant,control monthly impact in the p/l for ar bad debt provision.,acc
39,Accountant,ensure ar insurance policies are updated and review accounts rejected or cancelled on a monthly basis.,acc
39,Accountant,perform internal control ics on a monthly basis to all wk process to ensure corporate standards guidelines and policies are met.,acc
39,Accountant,generate reports for internal customers such as sales operation hr and the contract manager.,acc
39,Accountant,also external customers such as insurance companies and logistic partners.,acc
39,Accountant,liaise with managers regarding all account receivable and credit risk matters to avoid possible client or cash losses.,acc
39,Accountant,to take charge in all matters relating to the supervision of staffs.,acc
39,Accountant,required qualification candidate must possess at least a diploma advanced/higher/graduate diploma finance/accountancy/banking or equivalent.,acc
39,Accountant,at least years of working experience in the related field is required for this position.,acc
39,Accountant,applicants must be willing to work in pioneer crescentsingapore logistic hub.,acc
39,Accountant,preferably non-executives specializing in finance - general/cost accounting or equivalent.,acc
39,Accountant,full-time positions available.,acc
40,Accountant,responsibilities prepare on daily-basis trade transaction matters which cover issuance of margin deposit related to lc documents for import lc collection pre-shipment documents and lc settlements monitor the cash flow and advise on incoming fund allocations prepare monthly journal entries and gl posting to exact system prepare monthly invoicing / re-billing prepare monthly payment vouchers and cheque payments prepare monthly banks reconciliation prepare monthly management accounts prepare quarterly gst submission import gl to cognos system for consolidation purpose prepare xbrl filing other duties as and when assigned requirements candidate must possess at least diploma/advanced/higher/graduate diploma in finance/accountancy/banking or equivalent.,acc
40,Accountant,at least years of working experience in the related field is required for this position.,acc
40,Accountant,required skills knowledge in handling full set of accounts / group consolidation good analytical and communication skills able to work as a team and independently preferably candidate with indonesia accounting law knowledge able to converse in bahasa indonesia language for liaising with indonesia factory.,acc
40,Accountant,interested candidates are invited to apply online with a comprehensive resume via the button of apply now button.,acc
40,Accountant,we regret that only shortlisted candidates will be notified.,acc
40,Accountant,thank you for applying,acc
41,Accountant,business function group technology and operations to enables and empowers the bank with an efficient nimble and resilient infrastructure through a strategic focus on productivity quality control technology people capability and innovation.,acc
41,Accountant,in group to we manage the majority of the bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.,acc
41,Accountant,responsibilities provide timely and accurate client deliverables in line with agreed service level standards.,acc
41,Accountant,work as a team with maker checker functionality to ensure timely and accurate input of activity and static data.,acc
41,Accountant,provide support guidance and knowledge for processing staff and ensure all staff are aware of any new procedures new products new services.,acc
41,Accountant,actively involved in the conversion of new accounts ensuring set up is timely complete and accurate.,acc
41,Accountant,act as backup in all processing functions particularly the processing of corporate events and pricing of securities.,acc
41,Accountant,assist in drafting financial statements in rap and ifrs standards troubleshooting of issues prior to querying with vendor and continue to provide support and follow up with vendor until issues are resolved.,acc
41,Accountant,actively involved in bcp procedures/tests preparation of documents relating to bcp/dr.,acc
41,Accountant,actively involved in risk procedures/reporting requirements and bank standards.,acc
41,Accountant,handle queries from clients and ensure that such queries are responded within the agreed service standards.,acc
41,Accountant,assist section head on projects to reduce operational risk and improve work process.,acc
41,Accountant,assist section head to track and collate management stats.,acc
41,Accountant,requirements degree holder with year of related experience general knowledge of portfolio accounting/fund accounting/registrar services.,acc
41,Accountant,knowledge of general ledger reporting and singapore gap/rap accounting standards.,acc
41,Accountant,able to work under pressure work beyond normal working hours where necessary.,acc
41,Accountant,able to communicate effectively verbal written with product owner external customers counterparties and internal bus.,acc
41,Accountant,good team worker/leader show initiative support others in the team as necessary.,acc
41,Accountant,apply now we offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.,acc
42,Accountant,senior accountant duties responsibilities - manage the preparation of sec filings including the form -k -q -k reports earnings release proxy statement and other miscellaneous filings.,acc
42,Accountant,- assist with the implementation of technical accounting pronouncements including the research conclusions and application of complex accounting matters.,acc
42,Accountant,- liaise and manage relationships with the firms external auditors.,acc
42,Accountant,- update group finance policies with developments in accounting standards and tailor the relevant accounting policies to cater to individual entities with different gaap.,acc
42,Accountant,- ensure accurate financial representation on reporting packages prepared for senior management and board.,acc
42,Accountant,- review and analyze submissions by subsidiaries - assist in budgeting and forecast processes - overseeing group tax and press release matters - perform any other ad-hoc projects as assigned by management.,acc
42,Accountant,job requirements - ca / cpa / acca or a good university degree in accountancy.,acc
42,Accountant,- minimum years of experience preferably in a leadership capacity overseeing financial accounting reporting and treasury for a mnc.,acc
42,Accountant,- possess hands-on experience in preparation of consolidated financial reports and able to work independently with minimum supervision.,acc
42,Accountant,- good understanding of accounting standards and ability to read analyze and interpret gaap accounting literature.,acc
42,Accountant,- ability to research and propose companys position on complex accounting issues.,acc
42,Accountant,- strong written and verbal communication skills is a must.,acc
42,Accountant,- self-motivated with commitment to meet deadlines targets and objectives.,acc
42,Accountant,- dynamic leader who thrives on challenges and possesses strong analytical people management and organization skills.,acc
43,Accountant,responsibilities perform general accounting duties including data entries reconciliation documentation handle banking transactions and responsible for bank reconciliation assist in other assignments in ad-hoc projects requirements candidate must possess at least diploma/advanced/higher/graduate diploma in finance/accountancy/banking or equivalent.,acc
43,Accountant,required languages chinese english - in order to liaise with chinese speaking associates at least years of working experience in the related field is required for this position.,acc
43,Accountant,preferably senior executive specialized in finance - general/cost accounting or equivalent.,acc
44,Accountant,to prepare payments by requesting disbursement and verifying documentation.,acc
44,Accountant,to monitor closely on payment and collection and submitting monthly summaries cash flow report and cash movement analysis.,acc
44,Accountant,to work closely with banker and maintain good relationship with banker for better hire purchase banking facilities.,acc
44,Accountant,to handle office administration functions provides various kinds of documents physical distribution within an organization.,acc
44,Accountant,follow up closely and monitored till completion.,acc
44,Accountant,to involved in daily ap ar data entries.,acc
44,Accountant,to prepare cheque / remittance to suppliers.,acc
44,Accountant,to update accounting data transactions such as sales invoice debit note cash receipts filling and maintenance a filing system.,acc
44,Accountant,job code cnn email address os@capitagrp.com as this position is urgent kindly email detailed cv or contact us @ attention to connie ng with current salary expected salary notice period reason for leaving each job we regret to inform that only shortlisted candidates will be notified.,acc
44,Accountant,more jobs available here ea license no.,acc
44,Accountant,c capita pte ltd ea reg.,acc
44,Accountant,id r ng kang ni by submitting your curriculum vitae or personal data to us in connection with your job application you are deemed to have read and agreed to the terms of our privacy policy and consented to the collection use and disclosure of your personal data by us and our affiliates in accordance with our privacy policy.,acc
44,Accountant,please access our website at www.capitagrp.com for a copy of our privacy policy.,acc
44,Accountant,if you wish to withdraw your consent please drop us an email at dataprotection@kellyservices.com.sg to let us know.,acc
44,Accountant,all resumes and personal particulars sent to the aforementioned email address will not be attended to as the address is not for job application purposes.,acc
45,Accountant,job summary the accountant is responsible for maintaining accurate books and records of the company in accordance with the companys policy procedures us gaap and ifrs.,acc
45,Accountant,this position works closely with the entire accounting team.,acc
45,Accountant,general accounting including preparing journal entries maintaining balance sheet schedules and ledgers and account and bank reconciliations.,acc
45,Accountant,assisting with monthly closings and account analysis and supporting the apac accounting team in carrying out their responsibilities.,acc
45,Accountant,job duties ensure all transactions are accounted for in accordance with us gaap and ifrs.,acc
45,Accountant,responsible for certain aspects of the month-end close process including journal entry preparations e.g.,acc
45,Accountant,accruals prepaid and reclassification etc.,acc
45,Accountant,balance sheet account reconciliations and analytics.,acc
45,Accountant,responsible for revenue accruals project accounting and deferred revenue schedules ensure accurate and appropriate recording and analysis of revenues and expenses responsible for tax reporting such as gst corporate tax and employee income tax support in preparation of tax schedules for outside cpas for estimated tax calculations and tax returns prepare monthly cashflow forecast report ensure all financial reporting deadlines are met and accurate and timely monthly quarterly and year end close.,acc
45,Accountant,ensure financial records are maintained in compliance with accepted policies and procedures.,acc
45,Accountant,compile and analyze financial information to prepare financial statements including monthly and annually.,acc
45,Accountant,support of budget and forecast activities.,acc
45,Accountant,responsible for annual statutory audit and preparation of annual accounts financial statement/reports and taxation for compliance with local government regulations responsible for company secretarial matter including document preparation and liaison with company secretarial company on all compliance matters.,acc
45,Accountant,perform all other duties assigned and required.,acc
45,Accountant,job requirements minimum to years of experience in general accounting roles which include handling full sets of accounts forecast review and analysis of financial information and cash management etc preferably with years auditing experience and taxation.,acc
45,Accountant,knowledge and experience with reporting requirement of the local companies act.,acc
45,Accountant,bachelors degree in accounting\finance knowledge proficiency in accounting system preferably microsoft dynamic proficiency in microsoft excel word and advanced level excel resourceful and able to work independently in a fast-paced environment including willing to work some longer hours during peak periods possess strong knowledge in ifrs taxation organizational analytical good interpersonal skills independent and team player.,acc
45,Accountant,strong business acumen and logical problem solver strong written and verbal communication skills excellent interpersonal skills and an ability to work with diverse groups of people can do and pro-active attitude interested candidates who wish to apply for the advertised position please email us an updated copy of your resume attncal in ms word format.,acc
45,Accountant,we regret that only shortlisted candidates will be notified.,acc
45,Accountant,job code cal email address bs@capitasingapore.com registration no.,acc
45,Accountant,r ea license no.,acc
45,Accountant,c,acc
46,Accountant,min degree in accountancy/ acca at least years of experience in accounting/ financial analysis functions able to assist in monthly group consolidation of financial reports regional exposure in essential experience in financial analysis and develop financial models for business valuations experience in identifying and closing gaps for variances able to prepare financial projection and management reports location west with islandwide pickup ivy ho sook feng r,acc
47,Accountant,our client is an established local bank in the global industry.,acc
47,Accountant,we are looking for suitable candidates to join them as a fund accountant - banking.,acc
47,Accountant,responsibilities assist with thecalculation of the net asset value and derive unit pricing daily reconciliations and analyzing and resolving all the breaks after the recon process preparation of balance sheet pl and other financial reports attend to clients' queries and any other rd parties queries liaise with trustee and various internal counterparties participate in ad-hoc project and testing as required.,acc
47,Accountant,requirements minimum - years of relevant experience good understanding of diverse financial instruments meticulous and detail-oriented proficient in microsoft office skills able to work under pressure and tight deadlines interested candidates may send their resumes or apply throught the application system.,acc
47,Accountant,shortlisted candidates will be notified.,acc
47,Accountant,kelly services singapore pte ltd i ea license no.,acc
47,Accountant,c i rcb no.,acc
47,Accountant,e i leow wei qi ea reg.,acc
47,Accountant,no.,acc
47,Accountant,r by submitting your curriculum vitae or personal data to us in connection with your job application you are deemed to have read and agreed to the terms of our privacy policy and consented to the collection use and disclosure of your personal data by us and our affiliates in accordance with our privacy policy.,acc
47,Accountant,please access our website at www.kellyservices.com.sg for a copy of our privacy policy.,acc
47,Accountant,if you wish to withdraw your consent please drop us an email at to let us know.,acc
47,Accountant,all resumes and personal particulars sent to the aforementioned email address will not be attended to as the address is not for job application purposes.,acc
48,Accountant,job description financial accounting duties in shared services covering asia pacific closing of ledgers booking of expenses and accruals variances analysis and reconciliation fixed assets recording tax filing and payroll processing attend to internal customers queries other accounting duties as assigned job requirement degree/diploma with at least years relevant working experience meticulous and attention to detail proficient in microsoft office excel pivot table and vlookup able to work in a high-paced environment excellent verbal/written communication additional information location techlink downtown line kaki bukit working days and hours .,acc
48,Accountant,am to pm monday to friday working date immediate for months contract entitled to bonus and benefits please state the following in your updated cv with a recent photo attached reason for leaving each past employment current and expected salaries notice period interested applicants please email your cv to lyn fu yee chen r at lyn.fu@manpower.com.sg stating position as the subject title in the email.,acc
48,Accountant,only shortlisted applicants will be notified.,acc
49,Accountant,responsibilities monitor project performance determine imporvement area by developing key performance indicators for critical metrics clearly communicate projects' results and status to stakeholders on a regular basis active involvement in project budgeting and forecasting processes administer and review all plans against actual results maintain project schedule and cost forecast throughout project analyse schedule and cost trends and provides actual and forecasted cost schedules to project team interested candidates please send updated resume to elainelee@recruitexpress.com.sg,acc
50,Accountant,handle full sets of accounts month end closing set up financial activities including cash flow management accounts payable/receivables inventory valuation prepare and review budget revenue expense payroll entries invoices and other accounting documents.,acc
50,Accountant,prepare monthly and quarterly financial management reports and the related analysis and commentaries.,acc
50,Accountant,resolve accounting discrepancies.,acc
50,Accountant,prepare and assist in day-to-day operation in accounting prepare gst returns prepare prepaid and accrual schedules and bank reconciliation interact with internal and external auditors in completing audits.,acc
50,Accountant,handle year end audit tax filing with tax agent gst filing and mpa filing other ad-hoc duties as assigned requirements degree in accountacy/ finance or equivalent.,acc
50,Accountant,strong knowldge in frs experience in auditing will be added advantage good interpersonal skills communication skills detailed and well organized proactive hardworking matured and good team player interested candidates please send your detailed resume stating past employments including reasons of leaving current / last drawn and expected salary to quennie.chen@manfield.com.sg and cc to general@manfield.com.sg we regret to inform that only shortlisted candidates will be notified manfield employment services pte ltd ea licence no c posting personnel quennie chen ea personnel registration no r,acc
51,Accountant,part-time position times per week am - pm hrs with hr lunch tanjong pagar job responsibilities management financial reporting in-charge of monthly closing of subsidiaries accounts which include the following .,acc
51,Accountant,review accounts payable entries invoices payments and adjustments.,acc
51,Accountant,.,acc
51,Accountant,review accounts receivable entries invoices receipts and adjustments.,acc
51,Accountant,.,acc
51,Accountant,review monthly accruals and journal entries.,acc
51,Accountant,.,acc
51,Accountant,check the accuracy of trial balance balance sheet and profit and loss statement of individual companies.,acc
51,Accountant,.,acc
51,Accountant,review quarterly computation of group gst returns.,acc
51,Accountant,.,acc
51,Accountant,review /prepare tax computations.,acc
51,Accountant,.,acc
51,Accountant,work closely with group auditors on finalization of interim and final statutory group audit.,acc
51,Accountant,.,acc
51,Accountant,assist in the preparation of financial statements for singapore subsidiaries .,acc
51,Accountant,review / prepare xbrl accounts treasury .,acc
51,Accountant,assist in budgetary process of the subsidaries .,acc
51,Accountant,review fortnightly cashflow requirement update corporate secretarial .,acc
51,Accountant,assist in the role of company secretary and maintenance of the corporate secretarial records.,acc
51,Accountant,others ad-hoc assignments job requirement incumbent will report to group senior finance manager degree in finance/accounting or equivalent minimum - years of audit experience familiar with singapore frss and local tax rules familiar with preparation of full sets of financial statements experience in full sets of accounts with multiple entities,acc
52,Accountant,senior accountant year contract responsibilities drive and support it enterprise system development and post-implementation.,acc
52,Accountant,manage all accounting functions including general ledger accounts payable accounts receivable general cashier cost control purchasing payroll and finance related projects during the absence of finance manager.,acc
52,Accountant,liaise with both internal and external stakeholders to monitor progress of task assigned and ensure projects progress as per timeline set.,acc
52,Accountant,work with it personnel to provide timely solutions on system issue raised by user departments.,acc
52,Accountant,work with multiple source systems and data work stream on mapping and interface.,acc
52,Accountant,evaluate performance feedback via post-mortem and drive corrective actions.,acc
52,Accountant,prepare direct and coordinate financial planning and budget management functions.,acc
52,Accountant,review monthly financial reports and liaise with various departments on operational issues related to finance.,acc
52,Accountant,handle full set of accounts and ensure that the records are maintained in accordance to singapore financial standards.,acc
52,Accountant,handle annual statutory audit and preparation of annual accounts/reports for compliance with local government regulations.,acc
52,Accountant,ensure compliance of all financial policies procedures and internal controls for various accounting practices.,acc
52,Accountant,liaise with internal auditors external auditors tax agents and banker.,acc
52,Accountant,review balance sheet reconciliation and schedules.,acc
52,Accountant,monitor and analyze monthly operating results against budget and forecast.,acc
52,Accountant,assist in the preparation of other ad-hoc assignments as assigned by the management.,acc
52,Accountant,any other duties that may be assigned from time to time.,acc
52,Accountant,requirements degree in accountancy finance or equivalent.,acc
52,Accountant,minimum years relevant experience proficient in ms office and finance related applications.,acc
52,Accountant,proven experience with system implementation/enhancement activities experience with microsoft dynamics ax is an added advantage.,acc
52,Accountant,a detailed and meticulous individual .,acc
52,Accountant,strong interpersonal and communications skills both oral and written and positive attitude towards fostering teamwork among associates in support role.,acc
52,Accountant,ability to adapt and embraces strong cultural diversity work in multi-ethnic teams.,acc
52,Accountant,suitably qualified candidates are invited to email your detailed resume indicating qualifications working experience current and expected remuneration package available commencement date and contact number to us by clicking on apply now button below.,acc
52,Accountant,closing date november by expressing an interest in joining us you agree that personal data you submit to us may be collected used and disclosed by the organization and our service providers and agents for the purpose of processing your job application including evaluation of your suitability background screening contacting you regarding your job application and notifying you of future career opportunities.,acc
52,Accountant,you warrant that where you have disclosed personal data of individuals e.g.,acc
52,Accountant,next-of-kin friends or referees to us and our service providers and agents in connection with your job application you have obtained the prior consent of such third parties for us and our service providers and agents to collect use and disclose for the above purposes in accordance with any applicable laws regulations and/or guidelines.,acc
52,Accountant,you also acknowledge that in the course of the collection use and disclosure described above relevant personal data may be transferred outside of singapore.,acc
53,Accountant,location tanjong kling west company transport provided choa chu kang bukit gombak jurong east lakeside boon lay and pioneer mrt stations.,acc
53,Accountant,salary range - assistant accountant responsibilities responsible for month-end closing of account and ensure the companys books are properly kept in accordance with company policies and accounting standards responsible for inter-company reconciliations bank reconciliations responsible for financial reports audit schedules and variance analysis prepare budgeting and forecasting assistyear-end statutory audit review ap transactions in accordance with companys policies and procedures and ensure ap internal controls are met other ad-hoc assignments requirements degree in accountancy yearsrelevantexperienceinfull set of accounts acquired in medium to large corporations with minimum annual revenue of sm.,acc
53,Accountant,sap knowledge a must meticulous with strong analytical skills ability to produce accurate work within deadlines conversant in microsoft excel job code rinc email address tc@capitagrp.com as this position is urgent kindly email detailed cv attention to rinc with current and expected salary notice period and reason for leaving each job.,acc
53,Accountant,we regret to inform that only shortlisted candidates will be notified.,acc
53,Accountant,by submitting your curriculum vitae or personal data to us in connection with your job application you are deemed to have read and agreed to the terms of our privacy policy and consented to the collection use and disclosure of your personal data by us and our affiliates in accordance with our privacy policy.,acc
53,Accountant,please visit www.capitagrp.com for a copy of our privacy policy.,acc
53,Accountant,if you wish to withdraw your consent please drop us an email to let us know.,acc
53,Accountant,capita pte ltd ea license no.,acc
53,Accountant,c chua mei xi rina r,acc
54,Accountant,mnc in the commodities space working with shared service dynamic working environment our client who is a mnc in the commodities space is looking for an accountant with experience handling shared services cover financial reporting and assist in consolidation.,acc
54,Accountant,.,acc
54,Accountant,key responsibilities assist in monthly and yearly financial reporting compile accounting and other data to satisfy the group's quarterly reporting obligations.,acc
54,Accountant,assist with the financial year end process including reviewing statutory accounts and liaison with the company auditors.,acc
54,Accountant,assist in treasury functions monitor cash flow and ensure compliance with frs gst and corporate tax work closely with tax consultants work as part of the team to review all internal controls policies and table recommendations minimum requirements - years of financial or accounting experience and demonstrated leadership skills strong degree in accountancy and ca qualified.,acc
54,Accountant,prior big experience with commercial experience preferred strong understanding of financial statements including pls balance sheets and cash flows finance systems processes hands-on experience using sap interested parties please click apply now or contact augustin tan ea reg.,acc
54,Accountant,no.,acc
54,Accountant,r on for more information.,acc
55,Accountant,job responsibilities handle full set of accounts and group consolidation ensure timely and accurate month end closing preparation of balance sheet on a timely basis ensure all intercompany reconciliations are performed accordingly fixed assets accounting support compliance controls audit and tax matters continuous process improvement identify best practice and ownership of processes liaise with external parties such as banks auditors and vendors job requirements degree in accountancy / acca or related discipline with min to years of experience must be prepared for high volume of transactions involved willing to wotk in a fast paced and dynamic work environment ability to work independently communicate effectively and possess good analytical interpersonal skills interested applicant please send in your resume to joinus@talentvis.com,acc
56,Accountant,the resource will be supporting the fund accounting team in sg.,acc
56,Accountant,key deliverable for the fund accountants includes calculation of daily nav per unit pricings for ilps within agreed slas.,acc
56,Accountant,calculation of the net asset value and derive unit pricing for investors type of funds that we handle include unit trusts insurance linked portfolios ilp managed portfolios pension funds and investment funds for asia pacific regional clients daily reconciliations include cash securities unit holding trades corporate action and price etc.,acc
56,Accountant,and analyzing and resolving all the breaks after the recon process prepare the balance sheet pl and other financial reports to deliver to client attend to clients' queries and any other rd parties queries e.g.,acc
56,Accountant,fund manager transfer agency auditors etc.,acc
56,Accountant,liaise with trustee and various internal counterparties within the bank to ensure quality service delivery to clients participate in ad-hoc project and testing as required.,acc
56,Accountant,requirements degree in banking accounting business or related accounting qualification such as cpa or acca preferably - years of fund accounting experience good understanding of diverse financial instruments e.g.,acc
56,Accountant,equities bonds futures options swaps cds etc.,acc
56,Accountant,proficiency in ms excel and word is a must self-motivated and hardworking team player with the ability to meet tight deadlines and work under pressure if you are interested in the role above email your updated resume to emily.ng@ambition.com.sg we regret that only shortlisted candidates will be notified.,acc
56,Accountant,licence number c ea registration number r,acc
57,Accountant,​ job duties prepares and records asset liability revenue and expenses entries by compiling and analysing account information recommends financial status by collecting information preparing balance sheet profit and loss statements and other reports.,acc
57,Accountant,substantiates financial transactions by auditing documents maintains accounting controls by preparing and recommending policies and procedures maintains financial security by following internal controls answer accounting procedure questions by researching and interpreting accounting policy and regulations complies with statutory and legal requirements enforcing adherence to requirements and advising management on needed actions prepares special financial reports by collecting analyzing and summarizing account information and trends maintains professional and technical knowledge by attending educational workshops reviewing professional publication contributes to team effort by accomplishing related results as needed job requirements minimum degree in accountancy acca or equivalent years relevant working experience knowledge of erp financial system preferred interested candidates who wish to apply for the advertised position please email us an updated copy of your resume and educational certificate to os@capitasingapore.com or apply here directly job code cew ea license no.,acc
57,Accountant,c registration no r wong chun kit -- we regret to inform that only shortlisted candidates will be notified -- by submitting your curriculum vitae or personal data to us in connection with your job application you are deemed to have read and agreed to the terms of our privacy policy and consented to the collection use and disclosure of your personal data by us and our affiliates in accordance with our privacy policy.,acc
57,Accountant,please access our website at www.capitasingapore.com for a copy of our privacy policy.,acc
57,Accountant,if you wish to withdraw your consent please drop us an email at dataprotection@kellyservices.com.sg to let us know.,acc
57,Accountant,all resumes and personal particulars sent to the aforementioned email address will not be attended to as the address is not for job application purposes.,acc
58,Accountant,responsibilities ensure timely accurate month-end closing and financial reporting coordinate and liaise with internal parties to support intercompany activities support and ensure compliance with finance filing requirements tax filing requirement gst/withholding tax procedures and forms both statutory and internal assist in new processes and system implementation when required assist in processing claims and reimbursements assist in annual financial statements as needed prepare monthly reconciliations yearly tax and audit related schedules provide accounting assistance to parent/affiliated companies other ad hoc duties as assigned requirements diploma/degree in accounting at least - years of working experiences experience in manufacturing environment is an advantage proficient in microsoft word and excel knowledge and experience with sap system is a must meticulous with positive and good work attitudes able to work independently with minimum supervision and has a high level of integrity team-oriented and able to work under pressure adhering to tight reporting deadlines with a strong sense of responsibility are essential attributes has good communication and interpersonal skills job code jru email address os@capitasingapore.com as this position is urgent kindly email detailed cv or contact us @ - and attention to jru with current and expected salary notice period and reason for leaving each job.,acc
58,Accountant,we regret to inform that only shortlisted candidates will be notified.,acc
58,Accountant,ea license no.,acc
58,Accountant,c ea reg.,acc
58,Accountant,id r lau kar yin by submitting your curriculum vitae or personal data to us in connection with your job application you are deemed to have read and agreed to the terms of our privacy policy and consented to the collection use and disclosure of your personal data by us and our affiliates in accordance with our privacy policy.,acc
58,Accountant,please access our website at www.capitagrp.com for a copy of our privacy policy.,acc
58,Accountant,if you wish to withdraw your consent please drop us an email at dataprotection@kellyservices.com.sg to let us know.,acc
58,Accountant,all resumes and personal particulars sent to the aforementioned email address will not be attended to as the address is not for job application purposes.,acc
59,Accountant,our client a well-known japanese mnc is currently looking for a sales executive position.,acc
