url,Job Title,Company,Job Description,company_desc
https://www.jobstreet.com.sg/en/job/assistant-accounts-manager-6840079?fr=J&src=16&srcr=16&searchRequestToken=2a831c32-3051-4a5d-88bc-bbd2a293568e&sectionRank=9356,Assistant Accounts Manager,Air Sino-Euro Associates Travel Pte Ltd,"Job Duties




	
  Handle full sets of accounts

	
  Prepare financial statements and supporting schedules.

	
 Timely submission of monthly management reports

	
 Quarterly GST Reporting

	
 Preparation of monthly group consolidation, treasury management and yearly budget exercise

	
 Oversee and review subsidiaries’ management accounts and finance functions

	
 Liaise with bankers, external auditors, company secretary and tax agents

	
 Any other duties as assigned by management





Job Requirements




	
Minimum Diploma/Degree in Finance/Accountancy/Banking or equivalent.

	
Preferably with at least 5 years working experience.

	
Good communication skills in both written and spoken English and Mandarin in order to liase with Mandarin speaking associates.

	
Proficiency in Microsoft Office (Excel, Word, Powerpoint) and computerized accounting software.

	
Knowledge of preparing AP & AR accounts schedules and reports for analysis.

	
Experience in preparing yearly budgeting & project budgeting.

	
Able to work independently under tight schedule.

	
Accurate and good in details

	
Good team player and ability to deal with people at all levels

	
Willing to commit to 5.5 day alternate Saturday work week basis





Interested candidates please submit your complete resume including Date of Birth, Photo, Current and Expected Salary and Notice Period. (Application without these requirements will be rejected.)",ASA Holidays is a fast-growing travel agency with more than 100 years of experience & offers extensive outbound travel services to destinations worldwide. We seek suitably-qualified individuals to join us in our expansion plans & apply for the following positions.
https://www.jobstreet.com.sg/en/job/accounts-executive-3500-4k-aws-vb-various-locations-refjt-6839884?fr=J&src=16&srcr=16&searchRequestToken=fbd02b53-aae7-40bb-a906-c257b8923c21&sectionRank=9499,Accounts Executive ($3500 - $4K + AWS + VB/ Various Locations)  ref:JT,"Career Edge Asia Pte Ltd

    							     
																						
(Recruitment Firm)","Responsible for full sets accounts and perform reconciliations 
Maintain fixed assets register and inventory reports 
​GST Submission and perform variance analysis 
Manage daily cashflow and monthly budget projections
Follow up payments and follow up with bank guarantees
Responsible for assisting schedules and management reports
Requirements
Degree in Accountancy/ ACCA 
Min 2  year full set accounts experience
Proficient in SAP / ERP (Various vacancies) 
 
Salary range: $3500 - $4K  + AWS + VB​
5 days
​Various locations 
Competitive remuneration package will be offered to the shortlisted candidate.
Interested candidates, please send your updated CV in MS Words format stating your last drawn salary, expected salary, notice period and reason for leaving last / past employment(s) and email to 
recruit21@caed.com.sg
 for priority processing.
Attn: Jace Tay (Registration No.: R1331152)
 
CAREER EDGE ASIA PTE LTD
EA Licence Number: 13C6678
To find out more job opportunities, visit Career Edge Asia at www.caed.com.sg for all job listings.
Email: recruit@caed.com.sg","Our recruitment specialists are committed in assisting you to source for your career and pursuing to your goals and dreams.
 
Career Edge Asia is highly professional and qualified to provide advices for you whether you are a fresh graduate or experienced workforce looking for a job or career change. Our clients include multinational corporations, small and medium enterprises, Statutory Board etc whom we will be connecting yourself to our value customers.
 
While fulfilling on hiring needs, we provide a full spectrum of one-stop services:
There are no registration and placement fees for our job seekers.
 
Connect with us NOW by sending your resumes to recruit@caed.com.sg."
https://www.jobstreet.com.sg/en/job/accounts-executive-6839911?fr=J&src=16&srcr=16&searchRequestToken=e3c5b57a-04c0-47bd-b24b-cc211114083e&sectionRank=9472,Accounts Executive,Luxury Tours and Travel Pte Ltd,"Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Business Studies/Administration/Management or equivalent.
At least 2 year(s) of working experience 
Basic Knowledge of general/Cost Accounting and Administrative Support 
Efficiency in invoices checking and cost update to meet timeline.
Able to work independently and positive mindset 
Team work is a must in all playrole.","Luxury Tours & Travel Pte. Ltd
, a subsidiary of 
MakeMyTrip Limited 
has 28 years experience in the tourism industry in Singapore. We are the veterans in customizing your tour to suit your budget, giving you the best competitive rates.

	

	We also offers a comprehensive range of services in Asia. From airport transfer, sightseeing tours, worldwide air ticketing and hotel accommodations, and even one-stop solutions for your travel needs."
https://www.jobstreet.com.sg/en/job/accounts-cum-admin-assistant-6839898?fr=J&src=16&srcr=16&searchRequestToken=fbd02b53-aae7-40bb-a906-c257b8923c21&sectionRank=9488,Accounts cum Admin Assistant,"AccountStaff, a Stone Forest Company","Job Description
Assist in the Accounts Payable (AP) and Accounts Receivable (AR) related activities (i.e. invoice processing, preparation of quotation and sales order, purchase order, payment vouchers, etc).
Assist in liaising with suppliers and customers.
Assist to update and maintain monthly accounting records
Support day to day office admin duties (filing, data entry, scanning of documents)
Travel management: assist to book flight and accommodation for company
Perform other ad-hoc duties.
Qualification
Minimum GCE “O” level or equivalent,
Basic accounting knowledge preferred.
Proficient with MS Office especially Microsoft Excel and Word.
Good verbal and written communication skills.
Independent, reliable and willing to learn.
Able to start work immediately.
Other Information
MacPherson MRT area
5 days a week","AccountStaff is a leading Contract Staffing and Recruitment solution provider specializing in Finance & Accounting and Corporate roles. As a division of RSM | Stone Forest, the largest accounting and business advisory group outside the Big 4 in Singapore, AccountStaff is uniquely differentiated in the industry being the only staffing provider with Public Accounting practice discipline and background.

	

		 

	

		RSM in Singapore is a member of the RSM International network of independent public accounting firms providing assurance, tax and business advisory services. We serve internationally active businesses aspiring to go global. Our lines of service are also strategically aligned to industries to provide clients with more insightful, practical and effective advice. Focusing on growing businesses, we help our clients improve their profits, enhance their business value and chart their growth strategies for cross-border expansion.

	

		 

	For business solutions services, Stone Forest is a leading business solutions group comprising businesses in Accounting & Advisory, Company Formation & Advisory, Payroll Outsourcing & HR Advisory, IT Solutions & Advisory, Business Process Outsourcing, Contract Staffing and Recruitment."
https://www.jobstreet.com.sg/en/job/accounts-executive-2800-3100-mnc-near-raffles-place-mrt-6839842?fr=J&src=16&srcr=16&searchRequestToken=6d35b5b0-1649-4ed4-dc31-aa3c773ab872&sectionRank=9547,Accounts Executive ($2800 - $3100) MNC / Near Raffles Place MRT,"Maestro Human Resource Pte Ltd

    							     
																						
(Recruitment Firm)","Roles & Responsibilities:
Handling Full Set of Accounts for subsidiaries
Responsible for Tax and GST reporting
Prepare monthly financial statements and reports
Proper and systematic filling of documents.
Experience in handling payroll and HR matters (e.g. application of employment pass, CPF submission) is an advantage
Handle any other ad-hoc duties and task assigned.
Proactive and able to work independently with minimum supervision
Requirements :
Minimum Diploma in Accountancy/LCCI
Minimum 2 years experience in full set of accounts
Able to work under pressure and meet deadlines
Strong analytical, interpersonal and communication skills, self-initiative, independent and hardworking
Experience in Accpac preferred
Able to start work immediately or on very short notice 
5 day week @ Raffles Place 
MNC Environment
 
Interested Candidate, please send in a detailed resume with photo to 
damien.lee@maestrohr.com.sg
 
 
 
Maestro HR
Damien Lee Tian Hong
R1106726
16C8462","About Us
We specialized in providing a full range of recruitment placement. 
Our specialized recruitment service division include IT, Finance & Accounting, HR & Administration, Sales & Marketing, Logistics & Supply Chain.
 
Our parent company, Combuilder Pte Ltd, was incorporated since 1999.  Our business include the large scale of software development for MRT projects & facility management for town councils.  We also provide IT manpower outsourcing to multi-national companies and government sectors.
 
What We Provide 
 
•    Permanent Placement
•    Contract Placement
•    Temporary Placement
•    Payroll Services
•    Work Pass Application
 
What We Offer
•    Focus on delivering the right people
•    Affordable and cost-effective services
•    Maintain long lasting relationship
•    Talent Management 
 
 
 
Maestro HR Pte Ltd
16C8462"
https://www.jobstreet.com.sg/en/job/accounts-assistant-6839787?fr=J&src=16&srcr=16&searchRequestToken=eeb19135-e219-4669-ca9d-ba90b9189a1c&sectionRank=9600,Accounts Assistant,The Bakery Depot Pte Ltd,"General Purpose



To provide financial, clerical and administrative services to ensure efficient, timely and accurate payment of accounts under his or her control.



 



Main Job Tasks and Responsibilities




	
Support and oversee daily POS collections and to prepare daily collection report

	
Liaise with Outlet Managers for collection reconciliation

	
Ensure timely & accurate monthly POS closing reports & other tracking reports

	
Perform reconciliation reports on all payment modes

	
Maintain up-to-date billing system 

	
Follow up on, collect and allocate payments

	
Prepare bank deposits reconciliation for bank statement

	
Monitor customer account details for non-payments, delayed payments, resolve payment discrepancies and other irregularities

	
Generate age analysis and review AR aging to ensure compliance

	
Maintain accounts receivable customer files and records

	
Communicate with customers via phone, email, mail or personally

	
Assist to undertake ah-hoc assignments as and when required

	
Any ad-hoc tasks by the management





 



Education and Experience




	
Diploma or CAT/LCCI in accounting

	
Proficient in Microsoft Office (Excel)

	
Meticulous and responsible

	
Attention to detail and accuracy

	
Able to multi-task and work under tight timelines








	
Candidate must possess at least Professional Certificate/NiTEC, Diploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional Degree in Finance/Accountancy/Banking or equivalent.

	
No work experience required.

	
Preferably Entry Level specialized in Finance - General/Cost Accounting or equivalent.","Born as a single Singaporean bakery in 1997, Cedele has become a diverse destination for delicious, nutritious food with outlets across the globe. In our bakery-cafés, retail bakeries and all-day dining restaurants, we serve up classic comfort food with a creative twist, championing naturally healthy ingredients and time-honoured, artisan techniques.

Our principled approach means we say no to trans fats and artificial ingredients, and we carefully select each and every ingredient for its nutritional richness and exceptional flavour. All our recipes are taste-tested and made from scratch each day, so you can always enjoy creatively combined food that is positively delicious!
 
Today, we have Cedele outlets in Singapore and have spread our passion for creative, classic comfort food to Hong Kong too. But wherever we go, our philosophy remains the same: to create deliciously nutritious dishes from quality ingredients using authentic, traditional slow-cooking methods paired with uncompromising principles for food integrity.
 
Cedele’s 5 Core Principles
 
A home-grown business with a supportive atmosphere, Cedele is as passionate about people as it is about food. In return for your talent, hard work and commitment, we offer top-class training and personal development, and the opportunity to be part of the Cedele family."
https://www.jobstreet.com.sg/en/job/senior-accounts-executive-good-pay-6839811?fr=J&src=16&srcr=16&searchRequestToken=d2880f3a-ace5-468e-e281-0b802a4d251c&sectionRank=9576,Senior Accounts Executive (Good Pay),Paradise Group Holdings Pte Ltd,"Job Responsibilities:
Handle full set of accounts including AP and AR
Closing of monthly accounts using group consolidation package
Preparation of financial reports and business analysis reports
Handle fixed assets registry
Handle cash flow and projection
Propose and plan payments to creditors
Prepare accounting schedules and submit for review
Prepare the bank reconciliation and submit for review
Handle government statistics
Handle audit matters
Monthly intercompany transactions and confirmation.
To assist Finance Manager in yearly income tax queries.
Report on GST and submit form for review before submission
To perform any other accounting duties as and when task by Manager
 
Requirements:
Candidate should possess a Diploma or professional qualification in Accounting
At least 2-3 years of working experience in retail, F&B or FMCG industry
Fast learner, ability to work independently and within given deadlines
Possess good interpersonal and communication skills
PC literate, knowledge in basic Accounting and MS office software, preferably ERP systems","Paradise Group Holdings Pte Ltd
 is a Singapore-based restaurant group that was incorporated in 2008. Since its first Seafood Paradise outlet in 2002, Paradise Group has built a food and beverage empire of 12 brands in Singapore and Asia. To date, the brands include Taste Paradise, Paradise Teochew Restaurant, Seafood Paradise, Canton Paradise, Beauty in The Pot, Paradise Dynasty, ParaThai, Paradise Classic, Paradise Hotpot, LeNu, LeTen and One Paradise, a catering concept by Paradise Group. The group currently runs close to 40 restaurants in Singapore and over 60 restaurants overseas in Malaysia, Indonesia, China, Japan, Hong Kong, Taiwan, Philippines, and Myanmar."
https://www.jobstreet.com.sg/en/job/accounts-executive-6839786?fr=J&src=16&srcr=16&searchRequestToken=99579e49-6ad6-4232-be68-7fa4c3d7966d&sectionRank=9604,Accounts Executive,"Transcendent Business Services Pte Ltd

    							     
																						
(Recruitment Firm)","Our client is a fast growing one-stop automotive company that offers sales, service (and repair), rental of vehicles. It also provides vehicle loans, insurance and warranty.
 
Responsibility
Handle full sets of accounts inclusive of Accounts Receivable, Accounts Payable, General Ledger, GST filing and fixed assets
Preparing of bank reconciliation and monthly reports
Arranging audit schedule with auditors
Ensure all payment are authorized and document are verified
Collections of hire purchase installments
Requirement
Possess minimum Higher NITEC in Accounting or equivalent
At least 3 years of relevant working experience
Competent in using MS Office applications
Experience in using any accounting software will be added advantage
Good initiative, meticulous, sensitive to numbers and able to provide high quality documents
 
Interested candidates should send their resume to 
recruit9@tbs.com.sg
 or click on 
Apply Now
.  We look forward to hearing from you.
We regret that due to high volume of applications, we are only able to contact candidates who have been shortlisted.
Adrain Lim Wan Shan
Transcendent Business Services Pte Ltd
EA Lic: 10C5505/R1872931","Transcendent Recruiting is a Singaporean Recruiting and Headhunting company delivering top class services to local and International clients.
 
We take pride in the close relationship with our clients which enables us to understand their culture and work environment. This in turn enables us to understand suitability of prospective candidates for required positions.
 
Our consultants range from specialists in various fields as well generalists with well-rounded capabilities."
https://www.jobstreet.com.sg/en/job/accounts-executive-5-days-cantonment-6839809?fr=J&src=16&srcr=16&searchRequestToken=eeb19135-e219-4669-ca9d-ba90b9189a1c&sectionRank=9581,Accounts Executive 5 days @ Cantonment,"Smart Recruitment    							     
																						
(Recruitment Firm)","Requirements:
1) Educational Level: LCCI or Dilpoma level or relevant experience preferred in a international fruits trading co. environment.
2) Full sets of accounts experience plus Payroll administration.
- Monthly Closing of and Preparation of Financial Statements
- Prepare Monthly Internal Management Reports, Cash Flow Statements, Balance Sheet Schedules and Reconciliation.
- Compute sales comm and update JV's P & L by shipment plus full sets accounts.
-  Banking & internet banking related work.
3) Liaison with auditors and overseas plant on accounting matters.
-4) At least 5years  of relevant accounting experience.
5) Computer literacy; Proficiency in ms excel is required as accounting here is totally excel driven
6) Any other adhoc accounting and operation duties. e.g  directors personal a/c and travel n expenses claims n followup on all pending n adhoc matters.","Smart Recruitment
 delivers fast-track office staff and executive resourcing – interim management and permanent recruitment – leveraging our extensive talent bank of junior and senior executives of diverse industries and background.
We’re Singapore’s fastest-growing office staffing and executive recruiters , with a unique, full-service process – a balanced blend of technology and personal service. Our approach attracts both top-quality candidates and client opportunities, and enables us to rapidly and effectively match them together in successful placements.
Our team of talented recruiters is comprised of recruiting professionals who are among the most experienced in the industry. We manage each of our client relationships with the highest degree of professionalism, integrity, confidentiality, tact and urgency."
https://www.jobstreet.com.sg/en/job/accounts-executive-6839313?fr=J&src=16&srcr=16&searchRequestToken=46a826f9-92d0-4311-d3f6-6e4a34a0f7e2&sectionRank=9700,Accounts Executive,Fish & Co. Restaurant Pte Ltd,"Responsibilities:
 
Internet banking, bank reconciliation, data entry to ABSS software
Preparation of sales, purchase, stock and general journals
Liaise with debtors/suppliers on billings/payments/receipts
Liaise with other department personnel on accounting matters
Ad hoc duties assigned by the Management from time to time
 
Requirements:
 
Diploma in Accounting or equivalent
At least 2 years working experience in the related field
Knowledge of ABSS, MS Excel and MS Word
Good team player and able to work under minimum supervision
Detailed and meticulous with a high level of accuracy
 
Interested applicants are invited to send your updated resume in MS Word format via 
Apply Now.
 
We regret that only shortlisted applicants will be notified.","Fish & Co. swam onto Singapore's shores in 1998. Since then, we have become one of Singapore's hottest restaurants, providing consumers with good value seafood coupled with excellent service and outstanding quality in a relaxed and entertaining environment. Today, Fish & Co. has spawned numerous outlets in Singapore, Malaysia, UAE, Indonesia, Cambodia, Brunei, Bangladesh, and The Philippines. At Fish & Co., we have passion in what we do. We care enormously about our customers, our employees and our reputation."
https://www.jobstreet.com.sg/en/job/accounts-officer-6826386?fr=J&src=16&srcr=16&searchRequestToken=46a826f9-92d0-4311-d3f6-6e4a34a0f7e2&sectionRank=9691,Accounts Officer,Cambrian Engineering Corporation Pte Ltd,"Responsibilities :




	
Handle full set of accounts, Financial report, Bank Recouncilation.

	
Account payable & receivable, monitor petty cash, perform year end closing.

	
Verify payment voucher.





Requirements :




	
Candidate must possess at least Higher secondary/Pre-U/A level/College, Diploma/Advanced/Higher/Graduate Diploma in Finance/Accountancy/Banking or equivalent.

	
Required language(s): English

	
At least 2 Year(s) of working experience in the related field is required for this position.

	
Required Skill(s): Full set of account, administrative support, Good communication skills, Computer knowledge with microsoft words & excel. Accounting UBS System & Times Payroll Software.",Cambrian Engineering Corporation Pte Ltd. (CEC) was established in 1997. Over the years has accumulate vast experience in measuring ground movements with various types of geotechnical instruments including vibration monitoring and has become one of the local leading instrumentation specialist and soil investigation by providing a wide range of geotechnical engineering services in the country.
https://www.jobstreet.com.sg/en/job/senior-accounts-executive-urgent-6839545?fr=J&src=16&srcr=16&searchRequestToken=facaffde-1fcf-401b-9141-1c19c231eadf&sectionRank=9812,Senior /Accounts Executive (URGENT),TSL Holdings (S) Pte Ltd,"Job Responsibilities
Review all works done by assistants
Manage accounts and bank reconciliation for the group of companies
Handle and process all sub-contractors payments
Handle petty cash reimbursement and disbursement for the group of companies
Arrange banking of cheques and cash  and manage related banking transactions
Review staff leave and staff deployment schedules
Review workers’ wages schedule
Handle accounts payable including issuing cheques, arranging GIRO payment, checking and posting all approved suppliers' invoices to MYOB accounting system and reconcile suppliers' SOA
Handle accounts receivables for the group of companies including preparing SOA and following up payment collection
Manage intercompany billings and perform intercompany reconciliation
Maintenance of fixed assets schedules including additions, disposals, depreciation
 
Job Requirements
A level and above
Preferably  3 years working experience in an accounting position
Preferably 
CHARTERED ACCOUNTANT of SINGAPORE
MYOB accounting software, Microsoft Office (Excel must be good)
Meticulous, independent and able to work within tight deadlines
Knowledge of FRS (Singapore Financial Reporting Standards) and finance processes
Well manner and high integrity","TSL Holdings Group is an investment holding and management company that offers a global presence. With facilities and offices in over 14 cities around the globe, TSL Holdings gives you a strategic global presence with strong links in China, the USA and the Asia Pacific region.

	

		

		TSL Holdings is fully committed to growing the profitability of our investments and extending our presence in worldwide markets through strategic alliances and acquisitions. With our well-developed networks in emerging and established markets throughout the world, we have positioned ourselves for long-term growth and globalisation.

	

		

		As a purely financial holding company, TSL Holdings Group keeps its overheads low through strategies such as minimising its headcount. It also steers the strategic growth of its subsidiaries, enables them to access capital markets and focus on their core business functions."
https://www.jobstreet.com.sg/en/job/accounts-assistant-ar-6839051?fr=J&src=16&srcr=16&searchRequestToken=4a0b93b7-dc02-40e9-bb67-b59236c17564&sectionRank=9880,Accounts Assistant (AR),FULLERTON HEALTHCARE GROUP PTE LTD,"Job Responsibilities:




	
Perform monthly intercompany reconciliations

	
Monitor daily bank position

	
Timely update of receipt to client account and proper control over collections

	
Attend to queries, issue and complaints on finance related matters

	
Preparation of monthly debtor aging reports

	
Prepare weekly AR summary and coordinate closely with business / commercial team

	
Perform banking functions and collection forecast

	
Prepare bank reconciliations





Job Requirements:




	
Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma in Finance/Accountancy/Banking or equivalent.

	
At least 1 Year(s) of working experience in the related field is required for this position.

	
Preferably Junior Executive specialized in Finance - General/Cost Accounting or equivalent.","Fullerton Health
 is a leading provider of corporate healthcare solutions in Asia Pacific with more than 198 fully-owned clinics, almost 2,000 employees including more than 1,400 healthcare professionals and six call centres across five countries.  As a fully integrated healthcare organisation, Fullerton Health provides enterprise healthcare services such as occupational health services, primary care services, executive health screening and medical benefits management services, and speciality services such as medical assistance & evacuation services, medical specialist services, medical diagnostic imaging services and physiotherapy."
https://www.jobstreet.com.sg/en/job/accounts-executive-weststable-companyup-to-25k-6839303?fr=J&src=16&srcr=16&searchRequestToken=a00fc919-fb2b-4a86-9da1-9e388d30491d&sectionRank=10019,Accounts Executive (West/Stable Company/Up to 2.5k),"PERSOL Singapore (a division of Capita Pte Ltd)

    							     
																						
(Recruitment Firm)","Our client, a Japanese firm is currently looking for an Accounts Executive to join them.
Responsibilities:
Perform AP/AR accounting related jobs
Assist on month end closing processes
Liaise with internal or external auditors and follow up on auditors’ queries
Any other ad-hoc jobs as per assigned
Job Requirements:
Minimum Diploma/Degree in Accountancy/ACCA or equivalent
​Minimum 1 year of relevant working experience
Willing to work at West area
For interested applicant, kindly send your resume in Ms. Word format to
 christina.ng@persolsg.com
We regret that only shortlisted candidates will be notified.
Capita Pte Ltd | EA License No. 08C2893  |  RCB No. 200701282M 
Christina (Ng Xin Yi) | EA Registration No.: R1872058","PERSOL, formerly known as Intelligence, is one of the largest and fastest growing HR service providers in the Asia Pacific regions. With presence in 10 key APAC markets, PERSOL leverages on its strong database of Japanese and Japanese-speaking candidates to provide tailored workforce solutions primarily to Japanese companies in this region. The solutions include permanent and contract staffing, recruitment process outsourcing and payroll outsourcing.
 
The PERSOL brand in Asia Pacific operates under the PERSOLKELLY company, a joint venture between PERSOL Holdings and Kelly Services, forming one of the largest recruitment companies in APAC with its headquarters in Singapore.
 
By submitting your curricular vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy.  Please visit www.persolsg.com for a copy of our Privacy Policy."
https://www.jobstreet.com.sg/en/job/accounts-assistant-pa-6839296?fr=J&src=16&srcr=16&searchRequestToken=0b6618cd-11ca-4645-fe4d-9cea01a672e4&sectionRank=10033,Accounts Assistant / PA,Novena MRI Diagnostics,"Candidate must possess at least Diploma/Advanced/Higher/Graduate Diploma in Finance/Accountancy/Banking, Human Resource Management, Secretarial or equivalent.

	
At least 2 Year(s) of working experience in the related field is required for this position.

	
Preferably Junior Executive specialized in Banking/Financial Services or equivalent.

	
Perform Accounts payable duties such as coding, staff reimbursement and data entries

	
Prepare and Process payments for suppliers 

	
Assist in other Accounting Duties

	
Assist General Manager with HR matters includling staff contracts and payroll

	
Handling AR Function including prepare invoices, maintaining record for payment from clinics

	
Assist in Month end closing

	
Handling and recording General Manager/Directors Petty Cash for reimbursement and other expenses.

	
Perform Bank Transactions

	
Maintain Proper documentations",NOVENA  MRI DIAGNOSTICS is dedicated to providing you with the highest level of MRI examinations using the latest state-of-the-art MRI Systems. The precision and the accuracy of your scans will help improve diagnosis to and better optimise your treatment.
https://www.jobstreet.com.sg/en/job/accounts-executive-east-sap-qadcertify-up-to-4k-6839367?fr=J&src=16&srcr=16&searchRequestToken=1b9df636-516c-4ad6-f5a8-43638a5929c3&sectionRank=9984,"Accounts Executive (East, SAP, QAD/Certify, Up to $4K)","GMP Recruitment    							     
																						
(Recruitment Firm)","A well-established Manufacturing Firm.
Responsibilities:
AR collections.
Converting invoices in SAP for assigned Business Units.
Verify invoices and payments as well as processing payments.
Handle and maintain partial AR and AP accounts reporting.
Stock count of Operating Companies.
Maintain Fixed Asset register, conduct periodic physical count and ensure records tally with physical assets.
Checking of staff claims.
Handling of sales processes, processing Delivery Orders and Invoices.
Filing and update Import permits.
Other duties as assigned.
Requirements:
Diploma in Accountancy.
At least 3 years of relevant experience.
Proficient in Microsoft Office.
Working knowledge with SAP B1, QAD and Certify will be a plus.
Good communication skills, bilingual to liaise with Mandarin speaking customers.
Able to start work immediately or within short notice.
Other Information:​​
Working Location: Kaki Bukit.
Working Hours: Mondays to Fridays, 8.30am - 5.30pm.
To apply, please visit www.gmprecruit.com and search for Job Reference: 13117.
To learn more about this opportunity, please contact Novita Tan at novita.adisutanto@gmprecruit.com
We regret that only shortlisted candidates will be notified.
GMP Recruitment Services (S) Pte Ltd | EA License: 09C3051 | EA Personnel: Novita Tan | Registration No: R1220374","GMP Recruitment is a division of The GMP Group.
 
Founded in 1991, The GMP Group is one of Asia’s leading Staffing and Human Resource consultancies. Since its inception, the group has progressed to become a regional human capital solutions provider across all industries. Today, GMP is headquartered in Singapore with a branch office in Malaysia. The group’s extensive network and comprehensive services affirm GMP’s role as one of the most dynamic staffing professionals in the region.
 
RECRUITMENT I TECHNOLOGIES I BANKING I INTERNATIONAL I CONSULTANCY I
 
Voted on of Top 10 Recruitment agencies by HR practitioners since 2006 (Human Resources magazine)."
https://www.jobstreet.com.sg/en/job/accounts-executive-weststable-companyup-to-25k-6839303?fr=J&src=16&srcr=16&searchRequestToken=0b6618cd-11ca-4645-fe4d-9cea01a672e4&sectionRank=10026,Accounts Executive (West/Stable Company/Up to 2.5k),"PERSOL Singapore (a division of Capita Pte Ltd)

    							     
																						
(Recruitment Firm)","Our client, a Japanese firm is currently looking for an Accounts Executive to join them.
Responsibilities:
Perform AP/AR accounting related jobs
Assist on month end closing processes
Liaise with internal or external auditors and follow up on auditors’ queries
Any other ad-hoc jobs as per assigned
Job Requirements:
Minimum Diploma/Degree in Accountancy/ACCA or equivalent
​Minimum 1 year of relevant working experience
Willing to work at West area
For interested applicant, kindly send your resume in Ms. Word format to
 christina.ng@persolsg.com
We regret that only shortlisted candidates will be notified.
Capita Pte Ltd | EA License No. 08C2893  |  RCB No. 200701282M 
Christina (Ng Xin Yi) | EA Registration No.: R1872058","PERSOL, formerly known as Intelligence, is one of the largest and fastest growing HR service providers in the Asia Pacific regions. With presence in 10 key APAC markets, PERSOL leverages on its strong database of Japanese and Japanese-speaking candidates to provide tailored workforce solutions primarily to Japanese companies in this region. The solutions include permanent and contract staffing, recruitment process outsourcing and payroll outsourcing.
 
The PERSOL brand in Asia Pacific operates under the PERSOLKELLY company, a joint venture between PERSOL Holdings and Kelly Services, forming one of the largest recruitment companies in APAC with its headquarters in Singapore.
 
By submitting your curricular vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy.  Please visit www.persolsg.com for a copy of our Privacy Policy."
https://www.jobstreet.com.sg/en/job/accounts-admin-hr-pr-cs-sales-staff-mgt-exec-asst-levels-6839258?fr=J&src=16&srcr=16&searchRequestToken=f41bf720-90ae-4b32-b03a-72f6df8f83a4&sectionRank=10070,Accounts / Admin / HR / PR / CS / Sales Staff (Mgt / Exec / Asst levels ),"STAFFHUB GROUP PTE LTD

    							     
																						
(Recruitment Firm)","Visit www.staffhub.com
Email CV (MS WORD) to jobs@staffhub.com
 
Accounts / Admin / HR / PR / CS / Sales Staff (Mgt / Exec / Asst levels )
 
Multiple Positions available at www.staffhub.com
 
ARE YOU AVAILABLE??
 
Degree / Diploma /NITEC  LCCI / AAT / /GCE 
Open to ALL with experience in SInagpore / Malaysia
PC Literate
 
GOOD PAY & BENEFITS 
5 day 
Many locations to choose.
 
Job Duties - shown in www.Staffhub.com
Please visit www.staffhub.com
 
Email CV to jobs@staffhub.com","Staffhub GROUP PTE LTD
1000s of New Jobs Everyday & Everywhere.
 
Visit www.staffhub.com 
Email : jobs@staffhub.com"
https://www.jobstreet.com.sg/en/job/accounts-executive-ar-ap-2800-5-day-central-6839262?fr=J&src=16&srcr=16&searchRequestToken=e0d25f04-2b3f-4a13-b222-99455c18b4bd&sectionRank=10055,"Accounts Executive, AR & AP ($2800 / 5 Day / Central)","MCI Career Services Pte Ltd    							     
																						
(Recruitment Firm)","Responsiblities:
Perform accounting duties such as AP/AR, Bank reconciliation, invoicing, data entry
Handle general admin duties
Assist in preparing monthly reports, perform day end closing, prepare payment vouchers & reminder notices
Perform counter duties on rotation basis (collection of payments, answer queries)
 
Requirements
2 years of relevant working experience in accounts AR & AP.
Diploma or Degree in Accountancy or equivalent
Good financial accounting knowledge
 
HOW TO APPLY:
 
Qualified or interested candidates, please submit your updated resume in MS format by using Apply Now Button, or email to  
alexfong@mci.com.sg
 
 
Our dedicated and approachable MCI consultants will get back to you soon for a confidential discussion. Please include the following information in your resume:
 
Education background
Work experiences in point forms
Reason(s) for leaving
Current and Expected salary
Date of availability / Notice Period
 
**We regret to inform that only shortlisted candidates would be notified. ** To find out about other career opportunities in MCI Career Services Pte Ltd, do visit www.mci.com.sg for  complete jobs listing.  We wish you all the best in your career search
 
Fong 
Ming Fei (Alex)
Registration Number: R1549345
EA License Number: 06C2859","MCI Group of Companies provides a one stop total-solution to a comprehensive range of Human Resource needs. Over the years, our consultants have developed the expertise to place our candidates across a broad range of industries and professions.
 
At MCI, we seek first to understand, then to be understood. We take pride and dedication in personalizing our services through highly collaborative approaches to cater to your needs. We believe in building relationships with our candidates and clients, keeping their interest at heart. It is imperative that we assist our candidates to make the right career moves to develop their potential, and provide our clients with the right talents who will bring their business to the next level.
 
One of our professional pledge is being prompt and accurate in delivering our services and we are constantly prepared to address the needs of our clients and candidates. What we do in the present decides our future.
 
At MCI, Your Future is Our Future.
 
Visit our website: 
www.mci.com.sg
.
 
Like us on 
Facebook"
